sk_name,sk_count,r_sum,r_max,r_95ile,nq_count,nq_pct,sub80_count,sub80_pct,80_95_count,80_95_pct,95ile_count,95ile_pct,r90_count,r90_pct,rank_mx,rank_95ile,rank_mx_95ile_avg,rank_r90,rank_mx_95ile_r90_avg,skill_tier,roland_tag,rating_hist_40,rating_hist_45,rating_hist_50,rating_hist_55,rating_hist_60,rating_hist_65,rating_hist_70,rating_hist_75,rating_hist_80,rating_hist_85,rating_hist_90,rating_hist_95
Cal,8530,682163.56,98.98,95.4,3496,40.98,3846,45.09,951,11.15,237,2.78,981,11.5,23,23,23,24,23.33,4,0,0,0,2,45,250,691,1348,1873,1988,1352,707,274
DDl,7880,621273.31,99.44,95.4,3767,47.8,3080,39.09,856,10.86,177,2.25,845,10.72,18,27,22.5,27,24,4,0,0,0,12,103,290,721,1408,1878,1637,986,636,209
Per,8530,677194.26,99.18,95.4,3725,43.67,3645,42.73,949,11.13,211,2.47,936,10.97,22,26,24,25,24.33,4,0,0,0,12,86,298,676,1466,1948,1887,1221,696,240
OnG,8530,679696.19,98.86,95.4,4528,53.08,2860,33.53,919,10.77,223,2.61,927,10.87,26,24,25,26,25.33,4,0,0,0,0,24,78,691,1753,2086,1784,1187,671,256
Spe,6314,520735.12,98.45,95.4,1909,30.23,2797,44.3,1413,22.38,195,3.09,1317,20.86,36,22,29,19,25.67,4,0,0,0,0,44,106,276,697,1371,1129,1374,1060,257
Thr,8530,673774.22,98.72,95.4,4017,47.09,3539,41.49,788,9.24,186,2.18,807,9.46,30,28,29,28,28.67,4,0,0,0,5,72,299,767,1560,1959,1868,1193,602,205
Mac,6314,510128.12,98.07,95.4,2301,36.44,2765,43.79,1088,17.23,160,2.53,1009,15.98,38,25,31.5,23,28.67,4,0,0,0,0,56,159,403,901,1525,1135,1126,799,210
Cle,8530,671193.78,98.77,95.4,4221,49.48,3338,39.13,789,9.25,182,2.13,800,9.38,29,29,29,29,29,6,0,0,0,14,105,342,765,1556,2031,1731,1186,594,206
Stu,7880,624351.22,98.78,95.4,4164,52.84,2743,34.81,808,10.25,165,2.09,779,9.89,28,30,29,30,29.33,6,0,0,0,2,45,136,695,1613,1885,1618,1107,589,190
Eag,7880,618064.69,98.85,95.4,3927,49.84,3114,39.52,691,8.77,148,1.88,702,8.91,27,31,29,31,29.67,6,0,0,0,7,107,300,846,1435,1842,1598,1043,530,172
DCr,7880,609696.61,98.97,95.4,4365,55.39,2781,35.29,623,7.91,111,1.41,590,7.49,24,36,30,35,31.67,6,0,0,0,27,154,356,909,1634,1901,1437,872,467,123
Sur,7880,620115.88,98.6,95.4,4339,55.06,2726,34.59,682,8.65,133,1.69,658,8.35,31,32,31.5,34,32.33,6,0,0,0,5,58,142,737,1686,1966,1627,1001,499,159
Tou,8530,667450.75,98.6,95.4,4893,57.36,2802,32.85,702,8.23,133,1.56,672,7.88,31,35,33,32,32.67,6,0,0,0,11,81,182,887,1894,2095,1687,1021,512,160
ECo,8530,674747.02,98.59,95.4,4578,53.67,3125,36.64,691,8.1,136,1.59,663,7.77,33,33,33,33,33,6,0,0,0,0,32,85,713,1824,2125,1896,1192,507,156
Dec,8530,664748.86,98.49,95.4,4587,53.77,3246,38.05,599,7.02,98,1.15,551,6.46,34,38,36,36,36,6,0,0,0,8,83,265,927,1827,2095,1734,1040,435,116
FaH,7880,610716.52,98.46,95.4,4752,60.3,2455,31.15,574,7.28,99,1.26,541,6.87,35,37,36,37,36.33,6,0,0,0,15,103,242,903,1823,1950,1483,820,420,121
ShM,6314,482567.32,98.42,95.4,4311,68.28,1666,26.39,237,3.75,100,1.58,295,4.67,37,34,35.5,38,36.33,6,0,0,0,21,79,148,958,1677,1479,1191,466,186,109
Blu,7880,591684.25,97.65,95.4,5560,70.56,2020,25.63,268,3.4,32,0.41,250,3.17,39,39,39,39,39,6,0,0,0,17,184,493,1296,2067,1780,1221,572,204,46
Acr,7880,584902.83,97.65,95.4,5776,73.3,1838,23.32,239,3.03,27,0.34,214,2.72,39,40,39.5,40,39.67,6,0,0,0,31,250,581,1466,2063,1656,1139,480,180,34
