skill_name,raw_rating,net_rating,name
G2AcrAllAssFaH,73.5,73.5,G2CORa01AcrAllAssFaH
G2AcrAllAssFaL,78.3,78.3,G2CORa01AcrAllAssFaL
G2AcrAllAssFin,90.8,90.8,G2CORa01AcrAllAssFin
G2AcrAllAssGla,75.1,75.1,G2CORa01AcrAllAssGla
G2AcrAllAssHin,90.0,90.0,G2CORa01AcrAllAssHin
G2AcrAllAssImp,76.3,76.3,G2CORa01AcrAllAssImp
G2AcrAllAssJug,76.0,76.0,G2CORa01AcrAllAssJug
G2AcrAllAssMaD,85.4,85.4,G2CORa01AcrAllAssMaD
G2AcrAllAssMai,79.5,79.5,G2CORa01AcrAllAssMai
G2AcrAllAssPar,80.8,80.8,G2CORa01AcrAllAssPar
G2AcrAllAssPer,87.0,87.0,G2CORa01AcrAllAssPer
G2AcrAllAssStu,75.3,75.3,G2CORa01AcrAllAssStu
G2AcrAllAssSup,79.5,79.5,G2CORa01AcrAllAssSup
G2AcrAllAssSur,74.4,74.4,G2CORa01AcrAllAssSur
G2AcrAllAssTel,87.5,87.5,G2CORa01AcrAllAssTel
G2AcrAllAssThr,85.7,85.7,G2CORa01AcrAllAssThr
G2AcrAllAssTou,74.4,74.4,G2CORa01AcrAllAssTou
G2AcrAllAssWhi,91.6,91.6,G2CORa01AcrAllAssWhi
G2AcrAllBacCal,82.8,82.8,G2CORa01AcrAllBacCal
G2AcrAllBacClo,66.7,n/q,G2CORa01AcrAllBacClo
G2AcrAllBacCur,85.3,85.3,G2CORa01AcrAllBacCur
G2AcrAllBacDCr,79.4,79.4,G2CORa01AcrAllBacDCr
G2AcrAllBacDDl,85.1,85.1,G2CORa01AcrAllBacDDl
G2AcrAllBacDan,88.1,88.1,G2CORa01AcrAllBacDan
G2AcrAllBacDec,70.3,70.3,G2CORa01AcrAllBacDec
G2AcrAllBacDes,95.5,95.5,G2CORa01AcrAllBacDes
G2AcrAllBacECo,66.5,n/q,G2CORa01AcrAllBacECo
G2AcrAllBacEWa,74.7,74.7,G2CORa01AcrAllBacEWa
G2AcrAllBacFaH,65.1,n/q,G2CORa01AcrAllBacFaH
G2AcrAllBacFaL,70.4,70.4,G2CORa01AcrAllBacFaL
G2AcrAllBacFin,86.2,86.2,G2CORa01AcrAllBacFin
G2AcrAllBacGla,66.3,n/q,G2CORa01AcrAllBacGla
G2AcrAllBacHin,84.3,84.3,G2CORa01AcrAllBacHin
G2AcrAllBacImp,67.1,n/q,G2CORa01AcrAllBacImp
G2AcrAllBacJug,66.9,n/q,G2CORa01AcrAllBacJug
G2AcrAllBacMaD,80.1,80.1,G2CORa01AcrAllBacMaD
G2AcrAllBacMai,71.5,71.5,G2CORa01AcrAllBacMai
G2AcrAllBacPar,73.9,73.9,G2CORa01AcrAllBacPar
G2AcrAllBacPer,83.0,83.0,G2CORa01AcrAllBacPer
G2AcrAllBacStu,66.4,n/q,G2CORa01AcrAllBacStu
G2AcrAllBacSup,71.5,71.5,G2CORa01AcrAllBacSup
G2AcrAllBacSur,65.7,n/q,G2CORa01AcrAllBacSur
G2AcrAllBacTel,78.8,78.8,G2CORa01AcrAllBacTel
G2AcrAllBacThr,80.3,80.3,G2CORa01AcrAllBacThr
G2AcrAllBacTou,65.7,n/q,G2CORa01AcrAllBacTou
G2AcrAllBacWhi,88.3,88.3,G2CORa01AcrAllBacWhi
G2AcrAllCalClo,66.2,n/q,G2CORa01AcrAllCalClo
G2AcrAllCalCur,84.9,84.9,G2CORa01AcrAllCalCur
G2AcrAllCalDCr,79.8,79.8,G2CORa01AcrAllCalDCr
G2AcrAllCalDDl,84.7,84.7,G2CORa01AcrAllCalDDl
G2AcrAllCalDan,86.9,86.9,G2CORa01AcrAllCalDan
G2AcrAllCalDec,75.2,75.2,G2CORa01AcrAllCalDec
G2AcrAllCalDes,95.0,95.0,G2CORa01AcrAllCalDes
G2AcrAllCalECo,66.2,n/q,G2CORa01AcrAllCalECo
G2AcrAllCalEWa,74.4,74.4,G2CORa01AcrAllCalEWa
G2AcrAllCalFaH,64.7,n/q,G2CORa01AcrAllCalFaH
G2AcrAllCalFaL,70.2,70.2,G2CORa01AcrAllCalFaL
G2AcrAllCalFin,86.6,86.6,G2CORa01AcrAllCalFin
G2AcrAllCalGla,66.2,n/q,G2CORa01AcrAllCalGla
G2AcrAllCalHin,85.1,85.1,G2CORa01AcrAllCalHin
G2AcrAllCalImp,66.4,n/q,G2CORa01AcrAllCalImp
G2AcrAllCalJug,66.4,n/q,G2CORa01AcrAllCalJug
G2AcrAllCalMaD,79.3,79.3,G2CORa01AcrAllCalMaD
G2AcrAllCalMai,71.1,71.1,G2CORa01AcrAllCalMai
G2AcrAllCalPar,73.0,73.0,G2CORa01AcrAllCalPar
G2AcrAllCalPer,82.0,82.0,G2CORa01AcrAllCalPer
G2AcrAllCalStu,66.0,n/q,G2CORa01AcrAllCalStu
G2AcrAllCalSup,71.1,71.1,G2CORa01AcrAllCalSup
G2AcrAllCalSur,65.4,n/q,G2CORa01AcrAllCalSur
G2AcrAllCalTel,82.9,82.9,G2CORa01AcrAllCalTel
G2AcrAllCalThr,79.1,79.1,G2CORa01AcrAllCalThr
G2AcrAllCalTou,65.4,n/q,G2CORa01AcrAllCalTou
G2AcrAllCalWhi,88.3,88.3,G2CORa01AcrAllCalWhi
G2AcrAllCloCur,71.4,71.4,G2CORa01AcrAllCloCur
G2AcrAllCloDCr,58.1,n/q,G2CORa01AcrAllCloDCr
G2AcrAllCloDDl,61.7,n/q,G2CORa01AcrAllCloDDl
G2AcrAllCloDan,73.9,73.9,G2CORa01AcrAllCloDan
G2AcrAllCloDec,53.7,n/q,G2CORa01AcrAllCloDec
G2AcrAllCloDes,91.1,91.1,G2CORa01AcrAllCloDes
G2AcrAllCloECo,50.3,n/q,G2CORa01AcrAllCloECo
G2AcrAllCloEWa,54.0,n/q,G2CORa01AcrAllCloEWa
G2AcrAllCloFaH,50.3,n/q,G2CORa01AcrAllCloFaH
G2AcrAllCloFaL,52.7,n/q,G2CORa01AcrAllCloFaL
G2AcrAllCloFin,74.3,74.3,G2CORa01AcrAllCloFin
G2AcrAllCloGla,50.3,n/q,G2CORa01AcrAllCloGla
G2AcrAllCloHin,70.8,70.8,G2CORa01AcrAllCloHin
G2AcrAllCloImp,50.3,n/q,G2CORa01AcrAllCloImp
G2AcrAllCloJug,50.3,n/q,G2CORa01AcrAllCloJug
G2AcrAllCloMaD,64.9,n/q,G2CORa01AcrAllCloMaD
G2AcrAllCloMai,53.2,n/q,G2CORa01AcrAllCloMai
G2AcrAllCloPar,56.1,n/q,G2CORa01AcrAllCloPar
G2AcrAllCloPer,65.8,n/q,G2CORa01AcrAllCloPer
G2AcrAllCloStu,50.3,n/q,G2CORa01AcrAllCloStu
G2AcrAllCloSup,53.2,n/q,G2CORa01AcrAllCloSup
G2AcrAllCloSur,50.3,n/q,G2CORa01AcrAllCloSur
G2AcrAllCloTel,59.9,n/q,G2CORa01AcrAllCloTel
G2AcrAllCloThr,62.5,n/q,G2CORa01AcrAllCloThr
G2AcrAllCloTou,50.3,n/q,G2CORa01AcrAllCloTou
G2AcrAllCloWhi,77.9,77.9,G2CORa01AcrAllCloWhi
G2AcrAllCurDCr,83.8,83.8,G2CORa01AcrAllCurDCr
G2AcrAllCurDDl,88.2,88.2,G2CORa01AcrAllCurDDl
G2AcrAllCurDan,89.1,89.1,G2CORa01AcrAllCurDan
G2AcrAllCurDec,80.0,80.0,G2CORa01AcrAllCurDec
G2AcrAllCurDes,95.5,95.5,G2CORa01AcrAllCurDes
G2AcrAllCurECo,71.2,71.2,G2CORa01AcrAllCurECo
G2AcrAllCurEWa,80.3,80.3,G2CORa01AcrAllCurEWa
G2AcrAllCurFaH,69.7,69.7,G2CORa01AcrAllCurFaH
G2AcrAllCurFaL,75.2,75.2,G2CORa01AcrAllCurFaL
G2AcrAllCurFin,88.8,88.8,G2CORa01AcrAllCurFin
G2AcrAllCurGla,71.3,71.3,G2CORa01AcrAllCurGla
G2AcrAllCurHin,87.6,87.6,G2CORa01AcrAllCurHin
G2AcrAllCurImp,71.7,71.7,G2CORa01AcrAllCurImp
G2AcrAllCurJug,71.6,71.6,G2CORa01AcrAllCurJug
G2AcrAllCurMaD,82.4,82.4,G2CORa01AcrAllCurMaD
G2AcrAllCurMai,76.5,76.5,G2CORa01AcrAllCurMai
G2AcrAllCurPar,77.4,77.4,G2CORa01AcrAllCurPar
G2AcrAllCurPer,85.0,85.0,G2CORa01AcrAllCurPer
G2AcrAllCurStu,71.2,71.2,G2CORa01AcrAllCurStu
G2AcrAllCurSup,76.5,76.5,G2CORa01AcrAllCurSup
G2AcrAllCurSur,70.5,70.5,G2CORa01AcrAllCurSur
G2AcrAllCurTel,86.7,86.7,G2CORa01AcrAllCurTel
G2AcrAllCurThr,82.8,82.8,G2CORa01AcrAllCurThr
G2AcrAllCurTou,70.5,70.5,G2CORa01AcrAllCurTou
G2AcrAllCurWhi,89.7,89.7,G2CORa01AcrAllCurWhi
G2AcrAllDCrDec,64.4,n/q,G2CORa01AcrAllDCrDec
G2AcrAllDCrDes,93.0,93.0,G2CORa01AcrAllDCrDes
G2AcrAllDCrECo,58.0,n/q,G2CORa01AcrAllDCrECo
G2AcrAllDCrEWa,63.8,n/q,G2CORa01AcrAllDCrEWa
G2AcrAllDCrFaH,58.0,n/q,G2CORa01AcrAllDCrFaH
G2AcrAllDCrFaL,61.1,n/q,G2CORa01AcrAllDCrFaL
G2AcrAllDCrFin,85.6,85.6,G2CORa01AcrAllDCrFin
G2AcrAllDCrGla,58.1,n/q,G2CORa01AcrAllDCrGla
G2AcrAllDCrHin,83.4,83.4,G2CORa01AcrAllDCrHin
G2AcrAllDCrImp,58.2,n/q,G2CORa01AcrAllDCrImp
G2AcrAllDCrJug,58.2,n/q,G2CORa01AcrAllDCrJug
G2AcrAllDCrMaD,77.1,77.1,G2CORa01AcrAllDCrMaD
G2AcrAllDCrMai,61.8,n/q,G2CORa01AcrAllDCrMai
G2AcrAllDCrPar,67.9,67.9,G2CORa01AcrAllDCrPar
G2AcrAllDCrPer,75.6,75.6,G2CORa01AcrAllDCrPer
G2AcrAllDCrStu,58.1,n/q,G2CORa01AcrAllDCrStu
G2AcrAllDCrSup,61.8,n/q,G2CORa01AcrAllDCrSup
G2AcrAllDCrSur,58.1,n/q,G2CORa01AcrAllDCrSur
G2AcrAllDCrTel,67.4,n/q,G2CORa01AcrAllDCrTel
G2AcrAllDCrThr,76.0,76.0,G2CORa01AcrAllDCrThr
G2AcrAllDCrTou,58.1,n/q,G2CORa01AcrAllDCrTou
G2AcrAllDCrWhi,87.9,87.9,G2CORa01AcrAllDCrWhi
G2AcrAllDDlDec,70.0,70.0,G2CORa01AcrAllDDlDec
G2AcrAllDDlDes,94.2,94.2,G2CORa01AcrAllDDlDes
G2AcrAllDDlECo,61.5,n/q,G2CORa01AcrAllDDlECo
G2AcrAllDDlEWa,69.2,69.2,G2CORa01AcrAllDDlEWa
G2AcrAllDDlFaH,61.1,n/q,G2CORa01AcrAllDDlFaH
G2AcrAllDDlFaL,65.6,n/q,G2CORa01AcrAllDDlFaL
G2AcrAllDDlFin,89.8,89.8,G2CORa01AcrAllDDlFin
G2AcrAllDDlGla,61.3,n/q,G2CORa01AcrAllDDlGla
G2AcrAllDDlHin,88.0,88.0,G2CORa01AcrAllDDlHin
G2AcrAllDDlImp,62.1,n/q,G2CORa01AcrAllDDlImp
G2AcrAllDDlJug,62.0,n/q,G2CORa01AcrAllDDlJug
G2AcrAllDDlMaD,82.6,82.6,G2CORa01AcrAllDDlMaD
G2AcrAllDDlMai,66.8,n/q,G2CORa01AcrAllDDlMai
G2AcrAllDDlPar,73.4,73.4,G2CORa01AcrAllDDlPar
G2AcrAllDDlPer,81.0,81.0,G2CORa01AcrAllDDlPer
G2AcrAllDDlStu,61.5,n/q,G2CORa01AcrAllDDlStu
G2AcrAllDDlSup,66.8,n/q,G2CORa01AcrAllDDlSup
G2AcrAllDDlSur,61.3,n/q,G2CORa01AcrAllDDlSur
G2AcrAllDDlTel,73.4,n/q,G2CORa01AcrAllDDlTel
G2AcrAllDDlThr,81.7,81.7,G2CORa01AcrAllDDlThr
G2AcrAllDDlTou,61.3,n/q,G2CORa01AcrAllDDlTou
G2AcrAllDDlWhi,91.1,91.1,G2CORa01AcrAllDDlWhi
G2AcrAllDanDCr,86.8,86.8,G2CORa01AcrAllDanDCr
G2AcrAllDanDDl,90.7,90.7,G2CORa01AcrAllDanDDl
G2AcrAllDanDec,82.6,82.6,G2CORa01AcrAllDanDec
G2AcrAllDanDes,96.3,96.3,G2CORa01AcrAllDanDes
G2AcrAllDanECo,73.6,73.6,G2CORa01AcrAllDanECo
G2AcrAllDanEWa,83.3,83.3,G2CORa01AcrAllDanEWa
G2AcrAllDanFaH,72.6,72.6,G2CORa01AcrAllDanFaH
G2AcrAllDanFaL,78.2,78.2,G2CORa01AcrAllDanFaL
G2AcrAllDanFin,90.7,90.7,G2CORa01AcrAllDanFin
G2AcrAllDanGla,73.8,73.8,G2CORa01AcrAllDanGla
G2AcrAllDanHin,89.9,89.9,G2CORa01AcrAllDanHin
G2AcrAllDanImp,74.0,74.0,G2CORa01AcrAllDanImp
G2AcrAllDanJug,73.9,73.9,G2CORa01AcrAllDanJug
G2AcrAllDanMaD,84.5,84.5,G2CORa01AcrAllDanMaD
G2AcrAllDanMai,79.4,79.4,G2CORa01AcrAllDanMai
G2AcrAllDanPar,79.8,79.8,G2CORa01AcrAllDanPar
G2AcrAllDanPer,87.5,87.5,G2CORa01AcrAllDanPer
G2AcrAllDanStu,73.7,73.7,G2CORa01AcrAllDanStu
G2AcrAllDanSup,79.4,79.4,G2CORa01AcrAllDanSup
G2AcrAllDanSur,73.2,73.2,G2CORa01AcrAllDanSur
G2AcrAllDanTel,89.5,89.5,G2CORa01AcrAllDanTel
G2AcrAllDanThr,85.3,85.3,G2CORa01AcrAllDanThr
G2AcrAllDanTou,73.2,73.2,G2CORa01AcrAllDanTou
G2AcrAllDanWhi,91.5,91.5,G2CORa01AcrAllDanWhi
G2AcrAllDecDes,94.1,94.1,G2CORa01AcrAllDecDes
G2AcrAllDecECo,53.7,n/q,G2CORa01AcrAllDecECo
G2AcrAllDecEWa,58.2,n/q,G2CORa01AcrAllDecEWa
G2AcrAllDecFaH,53.7,n/q,G2CORa01AcrAllDecFaH
G2AcrAllDecFaL,56.5,n/q,G2CORa01AcrAllDecFaL
G2AcrAllDecFin,79.1,79.1,G2CORa01AcrAllDecFin
G2AcrAllDecGla,53.7,n/q,G2CORa01AcrAllDecGla
G2AcrAllDecHin,75.2,75.2,G2CORa01AcrAllDecHin
G2AcrAllDecImp,53.7,n/q,G2CORa01AcrAllDecImp
G2AcrAllDecJug,53.7,n/q,G2CORa01AcrAllDecJug
G2AcrAllDecMaD,72.4,72.4,G2CORa01AcrAllDecMaD
G2AcrAllDecMai,57.1,n/q,G2CORa01AcrAllDecMai
G2AcrAllDecPar,61.4,n/q,G2CORa01AcrAllDecPar
G2AcrAllDecPer,74.0,74.0,G2CORa01AcrAllDecPer
G2AcrAllDecStu,53.7,n/q,G2CORa01AcrAllDecStu
G2AcrAllDecSup,57.1,n/q,G2CORa01AcrAllDecSup
G2AcrAllDecSur,53.7,n/q,G2CORa01AcrAllDecSur
G2AcrAllDecTel,62.2,n/q,G2CORa01AcrAllDecTel
G2AcrAllDecThr,70.7,70.7,G2CORa01AcrAllDecThr
G2AcrAllDecTou,53.7,n/q,G2CORa01AcrAllDecTou
G2AcrAllDecWhi,82.4,82.4,G2CORa01AcrAllDecWhi
G2AcrAllDesECo,91.0,91.0,G2CORa01AcrAllDesECo
G2AcrAllDesEWa,94.1,94.1,G2CORa01AcrAllDesEWa
G2AcrAllDesFaH,90.5,90.5,G2CORa01AcrAllDesFaH
G2AcrAllDesFaL,92.5,92.5,G2CORa01AcrAllDesFaL
G2AcrAllDesFin,96.4,96.4,G2CORa01AcrAllDesFin
G2AcrAllDesGla,91.0,91.0,G2CORa01AcrAllDesGla
G2AcrAllDesHin,96.1,96.1,G2CORa01AcrAllDesHin
G2AcrAllDesImp,91.1,91.1,G2CORa01AcrAllDesImp
G2AcrAllDesJug,91.1,91.1,G2CORa01AcrAllDesJug
G2AcrAllDesMaD,93.9,93.9,G2CORa01AcrAllDesMaD
G2AcrAllDesMai,92.9,92.9,G2CORa01AcrAllDesMai
G2AcrAllDesPar,93.1,93.1,G2CORa01AcrAllDesPar
G2AcrAllDesPer,94.2,94.2,G2CORa01AcrAllDesPer
G2AcrAllDesStu,91.0,91.0,G2CORa01AcrAllDesStu
G2AcrAllDesSup,92.9,92.9,G2CORa01AcrAllDesSup
G2AcrAllDesSur,90.8,90.8,G2CORa01AcrAllDesSur
G2AcrAllDesTel,95.1,95.1,G2CORa01AcrAllDesTel
G2AcrAllDesThr,94.6,94.6,G2CORa01AcrAllDesThr
G2AcrAllDesTou,90.8,90.8,G2CORa01AcrAllDesTou
G2AcrAllDesWhi,96.8,96.8,G2CORa01AcrAllDesWhi
G2AcrAllECoFaH,50.4,n/q,G2CORa01AcrAllECoFaH
G2AcrAllECoFaL,52.7,n/q,G2CORa01AcrAllECoFaL
G2AcrAllECoFin,74.0,74.0,G2CORa01AcrAllECoFin
G2AcrAllECoGla,50.3,n/q,G2CORa01AcrAllECoGla
G2AcrAllECoHin,70.7,70.7,G2CORa01AcrAllECoHin
G2AcrAllECoImp,50.3,n/q,G2CORa01AcrAllECoImp
G2AcrAllECoJug,50.3,n/q,G2CORa01AcrAllECoJug
G2AcrAllECoMaD,64.7,n/q,G2CORa01AcrAllECoMaD
G2AcrAllECoMai,53.1,n/q,G2CORa01AcrAllECoMai
G2AcrAllECoPar,56.1,n/q,G2CORa01AcrAllECoPar
G2AcrAllECoPer,65.6,n/q,G2CORa01AcrAllECoPer
G2AcrAllECoStu,50.3,n/q,G2CORa01AcrAllECoStu
G2AcrAllECoSup,53.1,n/q,G2CORa01AcrAllECoSup
G2AcrAllECoSur,50.3,n/q,G2CORa01AcrAllECoSur
G2AcrAllECoTel,59.8,n/q,G2CORa01AcrAllECoTel
G2AcrAllECoThr,62.2,n/q,G2CORa01AcrAllECoThr
G2AcrAllECoTou,50.3,n/q,G2CORa01AcrAllECoTou
G2AcrAllECoWhi,77.5,77.5,G2CORa01AcrAllECoWhi
G2AcrAllEWaECo,54.0,n/q,G2CORa01AcrAllEWaECo
G2AcrAllEWaFaH,54.0,n/q,G2CORa01AcrAllEWaFaH
G2AcrAllEWaFaL,56.2,n/q,G2CORa01AcrAllEWaFaL
G2AcrAllEWaFin,82.2,82.2,G2CORa01AcrAllEWaFin
G2AcrAllEWaGla,54.0,n/q,G2CORa01AcrAllEWaGla
G2AcrAllEWaHin,78.7,78.7,G2CORa01AcrAllEWaHin
G2AcrAllEWaImp,54.0,n/q,G2CORa01AcrAllEWaImp
G2AcrAllEWaJug,54.0,n/q,G2CORa01AcrAllEWaJug
G2AcrAllEWaMaD,72.6,72.6,G2CORa01AcrAllEWaMaD
G2AcrAllEWaPar,62.1,n/q,G2CORa01AcrAllEWaPar
G2AcrAllEWaPer,73.7,73.7,G2CORa01AcrAllEWaPer
G2AcrAllEWaStu,54.0,n/q,G2CORa01AcrAllEWaStu
G2AcrAllEWaSup,56.7,n/q,G2CORa01AcrAllEWaSup
G2AcrAllEWaSur,54.0,n/q,G2CORa01AcrAllEWaSur
G2AcrAllEWaTel,66.9,n/q,G2CORa01AcrAllEWaTel
G2AcrAllEWaThr,70.5,70.5,G2CORa01AcrAllEWaThr
G2AcrAllEWaTou,54.0,n/q,G2CORa01AcrAllEWaTou
G2AcrAllEWaWhi,85.1,85.1,G2CORa01AcrAllEWaWhi
G2AcrAllFaHFaL,52.7,n/q,G2CORa01AcrAllFaHFaL
G2AcrAllFaHFin,72.2,72.2,G2CORa01AcrAllFaHFin
G2AcrAllFaHGla,50.4,n/q,G2CORa01AcrAllFaHGla
G2AcrAllFaHHin,69.1,69.1,G2CORa01AcrAllFaHHin
G2AcrAllFaHImp,50.4,n/q,G2CORa01AcrAllFaHImp
G2AcrAllFaHJug,50.4,n/q,G2CORa01AcrAllFaHJug
G2AcrAllFaHMaD,63.4,n/q,G2CORa01AcrAllFaHMaD
G2AcrAllFaHMai,53.2,n/q,G2CORa01AcrAllFaHMai
G2AcrAllFaHPar,56.1,n/q,G2CORa01AcrAllFaHPar
G2AcrAllFaHPer,64.4,n/q,G2CORa01AcrAllFaHPer
G2AcrAllFaHStu,50.3,n/q,G2CORa01AcrAllFaHStu
G2AcrAllFaHSup,53.2,n/q,G2CORa01AcrAllFaHSup
G2AcrAllFaHTel,59.7,n/q,G2CORa01AcrAllFaHTel
G2AcrAllFaHThr,61.2,n/q,G2CORa01AcrAllFaHThr
G2AcrAllFaHTou,50.4,n/q,G2CORa01AcrAllFaHTou
G2AcrAllFaHWhi,75.4,75.4,G2CORa01AcrAllFaHWhi
G2AcrAllFaLFin,77.0,77.0,G2CORa01AcrAllFaLFin
G2AcrAllFaLGla,52.7,n/q,G2CORa01AcrAllFaLGla
G2AcrAllFaLHin,74.4,74.4,G2CORa01AcrAllFaLHin
G2AcrAllFaLImp,52.7,n/q,G2CORa01AcrAllFaLImp
G2AcrAllFaLJug,52.7,n/q,G2CORa01AcrAllFaLJug
G2AcrAllFaLMaD,68.7,68.7,G2CORa01AcrAllFaLMaD
G2AcrAllFaLMai,55.3,n/q,G2CORa01AcrAllFaLMai
G2AcrAllFaLPar,59.2,n/q,G2CORa01AcrAllFaLPar
G2AcrAllFaLPer,69.4,69.4,G2CORa01AcrAllFaLPer
G2AcrAllFaLStu,52.7,n/q,G2CORa01AcrAllFaLStu
G2AcrAllFaLSur,52.7,n/q,G2CORa01AcrAllFaLSur
G2AcrAllFaLTel,63.5,n/q,G2CORa01AcrAllFaLTel
G2AcrAllFaLThr,66.3,n/q,G2CORa01AcrAllFaLThr
G2AcrAllFaLTou,52.7,n/q,G2CORa01AcrAllFaLTou
G2AcrAllFaLWhi,80.3,80.3,G2CORa01AcrAllFaLWhi
G2AcrAllFinGla,73.7,73.7,G2CORa01AcrAllFinGla
G2AcrAllFinHin,88.6,88.6,G2CORa01AcrAllFinHin
G2AcrAllFinImp,74.9,74.9,G2CORa01AcrAllFinImp
G2AcrAllFinJug,74.7,74.7,G2CORa01AcrAllFinJug
G2AcrAllFinMaD,84.5,84.5,G2CORa01AcrAllFinMaD
G2AcrAllFinMai,78.1,78.1,G2CORa01AcrAllFinMai
G2AcrAllFinPar,79.6,79.6,G2CORa01AcrAllFinPar
G2AcrAllFinPer,87.1,87.1,G2CORa01AcrAllFinPer
G2AcrAllFinStu,74.0,74.0,G2CORa01AcrAllFinStu
G2AcrAllFinSup,78.1,78.1,G2CORa01AcrAllFinSup
G2AcrAllFinSur,73.0,73.0,G2CORa01AcrAllFinSur
G2AcrAllFinTel,85.7,85.7,G2CORa01AcrAllFinTel
G2AcrAllFinThr,84.8,84.8,G2CORa01AcrAllFinThr
G2AcrAllFinTou,73.0,73.0,G2CORa01AcrAllFinTou
G2AcrAllFinWhi,90.6,90.6,G2CORa01AcrAllFinWhi
G2AcrAllGlaHin,70.4,70.4,G2CORa01AcrAllGlaHin
G2AcrAllGlaImp,50.3,n/q,G2CORa01AcrAllGlaImp
G2AcrAllGlaJug,50.3,n/q,G2CORa01AcrAllGlaJug
G2AcrAllGlaMaD,64.6,n/q,G2CORa01AcrAllGlaMaD
G2AcrAllGlaMai,53.1,n/q,G2CORa01AcrAllGlaMai
G2AcrAllGlaPar,56.1,n/q,G2CORa01AcrAllGlaPar
G2AcrAllGlaPer,65.5,n/q,G2CORa01AcrAllGlaPer
G2AcrAllGlaStu,50.3,n/q,G2CORa01AcrAllGlaStu
G2AcrAllGlaSup,53.1,n/q,G2CORa01AcrAllGlaSup
G2AcrAllGlaSur,50.4,n/q,G2CORa01AcrAllGlaSur
G2AcrAllGlaTel,59.8,n/q,G2CORa01AcrAllGlaTel
G2AcrAllGlaThr,62.4,n/q,G2CORa01AcrAllGlaThr
G2AcrAllGlaTou,50.4,n/q,G2CORa01AcrAllGlaTou
G2AcrAllGlaWhi,77.2,77.2,G2CORa01AcrAllGlaWhi
G2AcrAllHinImp,71.6,71.6,G2CORa01AcrAllHinImp
G2AcrAllHinJug,71.4,71.4,G2CORa01AcrAllHinJug
G2AcrAllHinMaD,82.9,82.9,G2CORa01AcrAllHinMaD
G2AcrAllHinMai,75.5,75.5,G2CORa01AcrAllHinMai
G2AcrAllHinPar,77.2,77.2,G2CORa01AcrAllHinPar
G2AcrAllHinPer,85.7,85.7,G2CORa01AcrAllHinPer
G2AcrAllHinStu,70.7,70.7,G2CORa01AcrAllHinStu
