skill_name,raw_rating,net_rating,name
G3AcrAllCloMar,73.8,n/q,G3CORb20AcrAllCloMar
G3AcrAllCloPar,54.6,n/q,G3CORb20AcrAllCloPar
G3AcrAllCloPer,63.5,n/q,G3CORb20AcrAllCloPer
G3AcrAllCloStu,49.7,n/q,G3CORb20AcrAllCloStu
G3AcrAllCloSup,53.7,n/q,G3CORb20AcrAllCloSup
G3AcrAllCloSur,49.8,n/q,G3CORb20AcrAllCloSur
G3AcrAllCloSwo,66.9,n/q,G3WARb22AcrAllCloSwo
G3AcrAllCloTel,58.9,n/q,G3CORb20AcrAllCloTel
G3AcrAllCloThr,58.8,n/q,G3CORb20AcrAllCloThr
G3AcrAllCloTou,49.8,n/q,G3CORb20AcrAllCloTou
G3AcrAllCloWar,73.6,n/q,G3WARb22AcrAllCloWar
G3AcrAllCloWhi,73.7,n/q,G3CORb20AcrAllCloWhi
G3AcrAllCroCur,88.2,88.2,G3CROb21AcrAllCroCur
G3AcrAllCroDCr,77.7,n/q,G3CROb21AcrAllCroDCr
G3AcrAllCroDDl,82.7,82.7,G3CROb21AcrAllCroDDl
G3AcrAllCroDan,89.4,89.4,G3CROb21AcrAllCroDan
G3AcrAllCroDec,72.1,n/q,G3CROb21AcrAllCroDec
G3AcrAllCroECo,64.7,n/q,G3CROb21AcrAllCroECo
G3AcrAllCroEWa,70.4,n/q,G3CROb21AcrAllCroEWa
G3AcrAllCroFaH,64.1,n/q,G3CROb21AcrAllCroFaH
G3AcrAllCroFaL,67.3,n/q,G3CROb21AcrAllCroFaL
G3AcrAllCroFin,89.9,89.9,G3CROb21AcrAllCroFin
G3AcrAllCroGla,64.6,n/q,G3CROb21AcrAllCroGla
G3AcrAllCroHin,88.6,88.6,G3CROb21AcrAllCroHin
G3AcrAllCroImp,65.4,n/q,G3CROb21AcrAllCroImp
G3AcrAllCroJug,65.0,n/q,G3CROb21AcrAllCroJug
G3AcrAllCroMaD,84.0,84.0,G3CROb21AcrAllCroMaD
G3AcrAllCroMai,68.3,n/q,G3CROb21AcrAllCroMai
G3AcrAllCroMar,81.5,81.5,G3CROb21AcrAllCroMar
G3AcrAllCroPar,74.8,n/q,G3CROb21AcrAllCroPar
G3AcrAllCroPer,85.1,85.1,G3CROb21AcrAllCroPer
G3AcrAllCroStu,64.6,n/q,G3CROb21AcrAllCroStu
G3AcrAllCroSup,68.3,n/q,G3CROb21AcrAllCroSup
G3AcrAllCroSur,64.4,n/q,G3CROb21AcrAllCroSur
G3AcrAllCroTel,80.6,80.6,G3CROb21AcrAllCroTel
G3AcrAllCroThr,82.1,82.1,G3CROb21AcrAllCroThr
G3AcrAllCroTou,64.4,n/q,G3CROb21AcrAllCroTou
G3AcrAllCroWhi,91.5,91.5,G3CROb21AcrAllCroWhi
G3AcrAllCurDCr,80.1,80.1,G3CORb20AcrAllCurDCr
G3AcrAllCurDDl,85.1,85.1,G3CORb20AcrAllCurDDl
G3AcrAllCurDan,82.8,82.8,G3CORb20AcrAllCurDan
G3AcrAllCurDec,75.0,n/q,G3CORb20AcrAllCurDec
G3AcrAllCurECo,67.5,n/q,G3CORb20AcrAllCurECo
G3AcrAllCurEWa,78.8,n/q,G3CORb20AcrAllCurEWa
G3AcrAllCurFaH,66.3,n/q,G3CORb20AcrAllCurFaH
G3AcrAllCurFaL,73.3,n/q,G3CORb20AcrAllCurFaL
G3AcrAllCurFin,84.3,84.3,G3CORb20AcrAllCurFin
G3AcrAllCurGla,67.3,n/q,G3CORb20AcrAllCurGla
G3AcrAllCurGun,89.6,89.6,G3CORb20AcrAllCurGun
G3AcrAllCurHin,83.6,83.6,G3CORb20AcrAllCurHin
G3AcrAllCurImp,68.0,n/q,G3CORb20AcrAllCurImp
G3AcrAllCurJug,67.7,n/q,G3CORb20AcrAllCurJug
G3AcrAllCurMaD,77.0,n/q,G3CORb20AcrAllCurMaD
G3AcrAllCurMai,75.1,n/q,G3CORb20AcrAllCurMai
G3AcrAllCurMar,92.5,92.5,G3CORb20AcrAllCurMar
G3AcrAllCurPar,72.0,n/q,G3CORb20AcrAllCurPar
G3AcrAllCurPer,80.6,80.6,G3CORb20AcrAllCurPer
G3AcrAllCurStu,67.2,n/q,G3CORb20AcrAllCurStu
G3AcrAllCurSup,75.1,n/q,G3CORb20AcrAllCurSup
G3AcrAllCurSur,66.7,n/q,G3CORb20AcrAllCurSur
G3AcrAllCurSwo,90.6,90.6,G3WARb22AcrAllCurSwo
G3AcrAllCurTel,83.2,83.2,G3CORb20AcrAllCurTel
G3AcrAllCurThr,76.5,n/q,G3CORb20AcrAllCurThr
G3AcrAllCurTou,66.7,n/q,G3CORb20AcrAllCurTou
G3AcrAllCurWar,93.3,93.3,G3WARb22AcrAllCurWar
G3AcrAllCurWhi,85.9,85.9,G3CORb20AcrAllCurWhi
G3AcrAllDCrDan,82.2,82.2,G3CORb20AcrAllDCrDan
G3AcrAllDCrDec,63.0,n/q,G3CORb20AcrAllDCrDec
G3AcrAllDCrECo,57.1,n/q,G3CORb20AcrAllDCrECo
G3AcrAllDCrEWa,66.9,n/q,G3CORb20AcrAllDCrEWa
G3AcrAllDCrFaH,57.2,n/q,G3CORb20AcrAllDCrFaH
G3AcrAllDCrFaL,62.6,n/q,G3CORb20AcrAllDCrFaL
G3AcrAllDCrFin,82.9,82.9,G3CORb20AcrAllDCrFin
G3AcrAllDCrGla,57.1,n/q,G3CORb20AcrAllDCrGla
G3AcrAllDCrGun,79.9,n/q,G3CORb20AcrAllDCrGun
G3AcrAllDCrHin,80.9,80.9,G3CORb20AcrAllDCrHin
G3AcrAllDCrImp,57.1,n/q,G3CORb20AcrAllDCrImp
G3AcrAllDCrJug,57.1,n/q,G3CORb20AcrAllDCrJug
G3AcrAllDCrMaD,75.0,n/q,G3CORb20AcrAllDCrMaD
G3AcrAllDCrMai,64.0,n/q,G3CORb20AcrAllDCrMai
G3AcrAllDCrMar,85.2,85.2,G3CORb20AcrAllDCrMar
G3AcrAllDCrPar,66.1,n/q,G3CORb20AcrAllDCrPar
G3AcrAllDCrPer,74.0,n/q,G3CORb20AcrAllDCrPer
G3AcrAllDCrStu,57.2,n/q,G3CORb20AcrAllDCrStu
G3AcrAllDCrSup,64.0,n/q,G3CORb20AcrAllDCrSup
G3AcrAllDCrSur,57.2,n/q,G3CORb20AcrAllDCrSur
G3AcrAllDCrSwo,79.7,n/q,G3WARb22AcrAllDCrSwo
G3AcrAllDCrTel,68.5,n/q,G3CORb20AcrAllDCrTel
G3AcrAllDCrThr,72.6,n/q,G3CORb20AcrAllDCrThr
G3AcrAllDCrTou,57.2,n/q,G3CORb20AcrAllDCrTou
G3AcrAllDCrWar,85.7,85.7,G3WARb22AcrAllDCrWar
G3AcrAllDCrWhi,85.3,85.3,G3CORb20AcrAllDCrWhi
G3AcrAllDDlDan,86.6,86.6,G3CORb20AcrAllDDlDan
G3AcrAllDDlDec,67.8,n/q,G3CORb20AcrAllDDlDec
G3AcrAllDDlECo,60.4,n/q,G3CORb20AcrAllDDlECo
G3AcrAllDDlEWa,71.7,n/q,G3CORb20AcrAllDDlEWa
G3AcrAllDDlFaH,60.1,n/q,G3CORb20AcrAllDDlFaH
G3AcrAllDDlFaL,66.9,n/q,G3CORb20AcrAllDDlFaL
G3AcrAllDDlFin,87.4,87.4,G3CORb20AcrAllDDlFin
G3AcrAllDDlGla,60.4,n/q,G3CORb20AcrAllDDlGla
G3AcrAllDDlGun,84.7,84.7,G3CORb20AcrAllDDlGun
G3AcrAllDDlHin,85.6,85.6,G3CORb20AcrAllDDlHin
G3AcrAllDDlImp,60.8,n/q,G3CORb20AcrAllDDlImp
G3AcrAllDDlJug,60.7,n/q,G3CORb20AcrAllDDlJug
G3AcrAllDDlMaD,80.1,80.1,G3CORb20AcrAllDDlMaD
G3AcrAllDDlMai,68.3,n/q,G3CORb20AcrAllDDlMai
G3AcrAllDDlMar,89.1,89.1,G3CORb20AcrAllDDlMar
G3AcrAllDDlPar,70.6,n/q,G3CORb20AcrAllDDlPar
G3AcrAllDDlPer,78.6,n/q,G3CORb20AcrAllDDlPer
G3AcrAllDDlStu,60.4,n/q,G3CORb20AcrAllDDlStu
G3AcrAllDDlSup,68.3,n/q,G3CORb20AcrAllDDlSup
G3AcrAllDDlSur,60.2,n/q,G3CORb20AcrAllDDlSur
G3AcrAllDDlSwo,84.7,84.7,G3WARb22AcrAllDDlSwo
G3AcrAllDDlTel,72.7,n/q,G3CORb20AcrAllDDlTel
G3AcrAllDDlThr,77.9,n/q,G3CORb20AcrAllDDlThr
G3AcrAllDDlTou,60.2,n/q,G3CORb20AcrAllDDlTou
G3AcrAllDDlWar,89.2,89.2,G3WARb22AcrAllDDlWar
G3AcrAllDDlWhi,89.2,89.2,G3CORb20AcrAllDDlWhi
G3AcrAllDanDCr,78.4,n/q,G3CORa01AcrAllDanDCr
G3AcrAllDanDDl,83.7,83.7,G3CORa01AcrAllDanDDl
G3AcrAllDanDec,77.2,n/q,G3CORb20AcrAllDanDec
G3AcrAllDanECo,70.3,n/q,G3CORb20AcrAllDanECo
G3AcrAllDanEWa,80.7,80.7,G3CORb20AcrAllDanEWa
G3AcrAllDanFaH,68.6,n/q,G3CORb20AcrAllDanFaH
G3AcrAllDanFaL,75.3,n/q,G3CORb20AcrAllDanFaL
G3AcrAllDanFin,85.8,85.8,G3CORb20AcrAllDanFin
G3AcrAllDanGla,70.2,n/q,G3CORb20AcrAllDanGla
G3AcrAllDanGun,90.7,90.7,G3CORb20AcrAllDanGun
G3AcrAllDanHin,85.0,85.0,G3CORb20AcrAllDanHin
G3AcrAllDanImp,70.6,n/q,G3CORb20AcrAllDanImp
G3AcrAllDanJug,70.4,n/q,G3CORb20AcrAllDanJug
G3AcrAllDanMaD,78.9,n/q,G3CORb20AcrAllDanMaD
G3AcrAllDanMai,77.2,n/q,G3CORb20AcrAllDanMai
G3AcrAllDanMar,93.2,93.2,G3CORb20AcrAllDanMar
G3AcrAllDanPar,74.2,n/q,G3CORb20AcrAllDanPar
G3AcrAllDanPer,82.5,82.5,G3CORb20AcrAllDanPer
G3AcrAllDanStu,69.8,n/q,G3CORb20AcrAllDanStu
G3AcrAllDanSup,77.2,n/q,G3CORb20AcrAllDanSup
G3AcrAllDanSur,69.3,n/q,G3CORb20AcrAllDanSur
G3AcrAllDanSwo,91.7,91.7,G3WARb22AcrAllDanSwo
G3AcrAllDanTel,85.3,85.3,G3CORb20AcrAllDanTel
G3AcrAllDanThr,78.5,n/q,G3CORb20AcrAllDanThr
G3AcrAllDanTou,69.3,n/q,G3CORb20AcrAllDanTou
G3AcrAllDanWar,93.9,93.9,G3WARb22AcrAllDanWar
G3AcrAllDanWhi,87.0,87.0,G3CORb20AcrAllDanWhi
G3AcrAllDecECo,53.5,n/q,G3CORb20AcrAllDecECo
G3AcrAllDecEWa,60.5,n/q,G3CORb20AcrAllDecEWa
G3AcrAllDecFaH,53.7,n/q,G3CORb20AcrAllDecFaH
G3AcrAllDecFaL,57.4,n/q,G3CORb20AcrAllDecFaL
G3AcrAllDecFin,73.0,n/q,G3CORb20AcrAllDecFin
G3AcrAllDecGla,53.5,n/q,G3CORb20AcrAllDecGla
G3AcrAllDecGun,74.0,n/q,G3CORb20AcrAllDecGun
G3AcrAllDecHin,69.9,n/q,G3CORb20AcrAllDecHin
G3AcrAllDecImp,53.5,n/q,G3CORb20AcrAllDecImp
G3AcrAllDecJug,53.5,n/q,G3CORb20AcrAllDecJug
G3AcrAllDecMaD,69.4,n/q,G3CORb20AcrAllDecMaD
G3AcrAllDecMai,58.1,n/q,G3CORb20AcrAllDecMai
G3AcrAllDecMar,80.7,80.7,G3CORb20AcrAllDecMar
G3AcrAllDecPar,60.1,n/q,G3CORb20AcrAllDecPar
G3AcrAllDecPer,70.3,n/q,G3CORb20AcrAllDecPer
G3AcrAllDecStu,53.6,n/q,G3CORb20AcrAllDecStu
G3AcrAllDecSup,58.1,n/q,G3CORb20AcrAllDecSup
G3AcrAllDecSur,53.6,n/q,G3CORb20AcrAllDecSur
G3AcrAllDecSwo,72.2,n/q,G3WARb22AcrAllDecSwo
G3AcrAllDecTel,59.9,n/q,G3CORb20AcrAllDecTel
G3AcrAllDecThr,67.6,n/q,G3CORb20AcrAllDecThr
G3AcrAllDecTou,53.6,n/q,G3CORb20AcrAllDecTou
G3AcrAllDecWar,78.8,n/q,G3WARb22AcrAllDecWar
G3AcrAllDecWhi,76.3,n/q,G3CORb20AcrAllDecWhi
G3AcrAllECoEWa,54.6,n/q,G3CORb20AcrAllECoEWa
G3AcrAllECoFaH,49.9,n/q,G3CORb20AcrAllECoFaH
G3AcrAllECoFaL,53.1,n/q,G3CORb20AcrAllECoFaL
G3AcrAllECoFin,70.4,n/q,G3CORb20AcrAllECoFin
G3AcrAllECoGla,49.7,n/q,G3CORb20AcrAllECoGla
G3AcrAllECoGun,67.2,n/q,G3CORb20AcrAllECoGun
G3AcrAllECoHin,68.3,n/q,G3CORb20AcrAllECoHin
G3AcrAllECoImp,49.7,n/q,G3CORb20AcrAllECoImp
G3AcrAllECoJug,49.7,n/q,G3CORb20AcrAllECoJug
G3AcrAllECoMaD,62.2,n/q,G3CORb20AcrAllECoMaD
G3AcrAllECoMai,53.7,n/q,G3CORb20AcrAllECoMai
G3AcrAllECoMar,73.2,n/q,G3CORb20AcrAllECoMar
G3AcrAllECoPar,54.7,n/q,G3CORb20AcrAllECoPar
G3AcrAllECoPer,63.2,n/q,G3CORb20AcrAllECoPer
G3AcrAllECoStu,49.8,n/q,G3CORb20AcrAllECoStu
G3AcrAllECoSup,53.7,n/q,G3CORb20AcrAllECoSup
G3AcrAllECoSur,49.8,n/q,G3CORb20AcrAllECoSur
G3AcrAllECoSwo,66.5,n/q,G3WARb22AcrAllECoSwo
G3AcrAllECoTel,59.0,n/q,G3CORb20AcrAllECoTel
G3AcrAllECoThr,58.7,n/q,G3CORb20AcrAllECoThr
G3AcrAllECoTou,49.8,n/q,G3CORb20AcrAllECoTou
G3AcrAllECoWar,73.3,n/q,G3WARb22AcrAllECoWar
G3AcrAllECoWhi,72.9,n/q,G3CORb20AcrAllECoWhi
G3AcrAllEWaECo,50.7,n/q,G3CORa01AcrAllEWaECo
G3AcrAllEWaFaH,54.8,n/q,G3CORb20AcrAllEWaFaH
G3AcrAllEWaFaL,58.1,n/q,G3CORb20AcrAllEWaFaL
G3AcrAllEWaFin,81.7,81.7,G3CORb20AcrAllEWaFin
G3AcrAllEWaGla,54.6,n/q,G3CORb20AcrAllEWaGla
G3AcrAllEWaGun,72.8,n/q,G3CORb20AcrAllEWaGun
G3AcrAllEWaHin,79.6,n/q,G3CORb20AcrAllEWaHin
G3AcrAllEWaImp,54.7,n/q,G3CORb20AcrAllEWaImp
G3AcrAllEWaJug,54.6,n/q,G3CORb20AcrAllEWaJug
G3AcrAllEWaMaD,73.3,n/q,G3CORb20AcrAllEWaMaD
G3AcrAllEWaMar,78.1,n/q,G3CORb20AcrAllEWaMar
G3AcrAllEWaPar,63.5,n/q,G3CORb20AcrAllEWaPar
G3AcrAllEWaPer,74.6,n/q,G3CORb20AcrAllEWaPer
G3AcrAllEWaStu,54.7,n/q,G3CORb20AcrAllEWaStu
G3AcrAllEWaSup,58.6,n/q,G3CORb20AcrAllEWaSup
G3AcrAllEWaSur,54.7,n/q,G3CORb20AcrAllEWaSur
G3AcrAllEWaSwo,72.9,n/q,G3WARb22AcrAllEWaSwo
G3AcrAllEWaTel,69.8,n/q,G3CORb20AcrAllEWaTel
G3AcrAllEWaThr,71.1,n/q,G3CORb20AcrAllEWaThr
G3AcrAllEWaTou,54.7,n/q,G3CORb20AcrAllEWaTou
G3AcrAllEWaWar,78.5,n/q,G3WARb22AcrAllEWaWar
G3AcrAllEWaWhi,83.9,83.9,G3CORb20AcrAllEWaWhi
G3AcrAllFaHFaL,53.3,n/q,G3CORb20AcrAllFaHFaL
G3AcrAllFaHFin,69.0,n/q,G3CORb20AcrAllFaHFin
G3AcrAllFaHGla,49.9,n/q,G3CORb20AcrAllFaHGla
G3AcrAllFaHGun,66.2,n/q,G3CORb20AcrAllFaHGun
G3AcrAllFaHHin,66.9,n/q,G3CORb20AcrAllFaHHin
G3AcrAllFaHImp,49.9,n/q,G3CORb20AcrAllFaHImp
G3AcrAllFaHJug,49.9,n/q,G3CORb20AcrAllFaHJug
G3AcrAllFaHMaD,61.9,n/q,G3CORb20AcrAllFaHMaD
G3AcrAllFaHMai,53.9,n/q,G3CORb20AcrAllFaHMai
G3AcrAllFaHMar,71.5,n/q,G3CORb20AcrAllFaHMar
G3AcrAllFaHPar,54.8,n/q,G3CORb20AcrAllFaHPar
G3AcrAllFaHPer,62.8,n/q,G3CORb20AcrAllFaHPer
G3AcrAllFaHStu,50.0,n/q,G3CORb20AcrAllFaHStu
G3AcrAllFaHSup,53.9,n/q,G3CORb20AcrAllFaHSup
G3AcrAllFaHSwo,65.7,n/q,G3WARb22AcrAllFaHSwo
