skill_name,raw_rating,net_rating,name
G4AcrAllCalHin,76.6,n/q,G4CORa01AcrAllCalHin
G4AcrAllCalImp,61.6,n/q,G4CORa01AcrAllCalImp
G4AcrAllCalJug,60.7,n/q,G4CORa01AcrAllCalJug
G4AcrAllCalMaD,71.0,n/q,G4CORa01AcrAllCalMaD
G4AcrAllCalMai,67.4,n/q,G4CORa01AcrAllCalMai
G4AcrAllCalMar,87.1,87.1,G4CORa01AcrAllCalMar
G4AcrAllCalPar,64.7,n/q,G4CORa01AcrAllCalPar
G4AcrAllCalPer,79.2,n/q,G4CORa01AcrAllCalPer
G4AcrAllCalStu,60.5,n/q,G4CORa01AcrAllCalStu
G4AcrAllCalSup,67.4,n/q,G4CORa01AcrAllCalSup
G4AcrAllCalSur,59.8,n/q,G4CORa01AcrAllCalSur
G4AcrAllCalTel,79.3,n/q,G4CORa01AcrAllCalTel
G4AcrAllCalThr,71.2,n/q,G4CORa01AcrAllCalThr
G4AcrAllCalTou,59.8,n/q,G4CORa01AcrAllCalTou
G4AcrAllCalWar,86.9,86.9,G4WARa10AcrAllCalWar
G4AcrAllCalWhi,79.6,n/q,G4CORa01AcrAllCalWhi
G4AcrAllCloCur,65.0,n/q,G4CORa01AcrAllCloCur
G4AcrAllCloDCr,57.7,n/q,G4CORa01AcrAllCloDCr
G4AcrAllCloDDl,63.8,n/q,G4CORa01AcrAllCloDDl
G4AcrAllCloDag,61.7,n/q,G4WARa10AcrAllCloDag
G4AcrAllCloDan,66.3,n/q,G4CORa01AcrAllCloDan
G4AcrAllCloDec,48.9,n/q,G4CORa01AcrAllCloDec
G4AcrAllCloECo,47.3,n/q,G4CORa01AcrAllCloECo
G4AcrAllCloEWa,51.7,n/q,G4CORa01AcrAllCloEWa
G4AcrAllCloFaH,47.4,n/q,G4CORa01AcrAllCloFaH
G4AcrAllCloFaL,50.1,n/q,G4CORa01AcrAllCloFaL
G4AcrAllCloFin,65.2,n/q,G4CORa01AcrAllCloFin
G4AcrAllCloGla,47.3,n/q,G4CORa01AcrAllCloGla
G4AcrAllCloGun,61.1,n/q,G4CORa01AcrAllCloGun
G4AcrAllCloHin,62.3,n/q,G4CORa01AcrAllCloHin
G4AcrAllCloImp,47.1,n/q,G4CORa01AcrAllCloImp
G4AcrAllCloJug,47.2,n/q,G4CORa01AcrAllCloJug
G4AcrAllCloMaD,58.8,n/q,G4CORa01AcrAllCloMaD
G4AcrAllCloMai,50.7,n/q,G4CORa01AcrAllCloMai
G4AcrAllCloMar,67.1,n/q,G4CORa01AcrAllCloMar
G4AcrAllCloPar,52.0,n/q,G4CORa01AcrAllCloPar
G4AcrAllCloPer,63.1,n/q,G4CORa01AcrAllCloPer
G4AcrAllCloStu,47.3,n/q,G4CORa01AcrAllCloStu
G4AcrAllCloSup,50.7,n/q,G4CORa01AcrAllCloSup
G4AcrAllCloSur,47.3,n/q,G4CORa01AcrAllCloSur
G4AcrAllCloTel,56.9,n/q,G4CORa01AcrAllCloTel
G4AcrAllCloThr,57.7,n/q,G4CORa01AcrAllCloThr
G4AcrAllCloTou,47.3,n/q,G4CORa01AcrAllCloTou
G4AcrAllCloWar,66.5,n/q,G4WARa10AcrAllCloWar
G4AcrAllCloWhi,67.9,n/q,G4CORa01AcrAllCloWhi
G4AcrAllCurDCr,83.5,83.5,G4CORa01AcrAllCurDCr
G4AcrAllCurDDl,88.0,88.0,G4CORa01AcrAllCurDDl
G4AcrAllCurDag,86.1,86.1,G4WARa10AcrAllCurDag
G4AcrAllCurDan,79.9,n/q,G4CORa01AcrAllCurDan
G4AcrAllCurDec,69.2,n/q,G4CORa01AcrAllCurDec
G4AcrAllCurECo,64.3,n/q,G4CORa01AcrAllCurECo
G4AcrAllCurEWa,74.4,n/q,G4CORa01AcrAllCurEWa
G4AcrAllCurFaH,62.9,n/q,G4CORa01AcrAllCurFaH
G4AcrAllCurFaL,69.5,n/q,G4CORa01AcrAllCurFaL
G4AcrAllCurFin,80.6,80.6,G4CORa01AcrAllCurFin
G4AcrAllCurGla,64.7,n/q,G4CORa01AcrAllCurGla
G4AcrAllCurGun,86.0,86.0,G4CORa01AcrAllCurGun
G4AcrAllCurHin,79.3,n/q,G4CORa01AcrAllCurHin
G4AcrAllCurImp,65.3,n/q,G4CORa01AcrAllCurImp
G4AcrAllCurJug,64.5,n/q,G4CORa01AcrAllCurJug
G4AcrAllCurMaD,75.6,n/q,G4CORa01AcrAllCurMaD
G4AcrAllCurMai,71.3,n/q,G4CORa01AcrAllCurMai
G4AcrAllCurMar,89.9,89.9,G4CORa01AcrAllCurMar
G4AcrAllCurPar,68.1,n/q,G4CORa01AcrAllCurPar
G4AcrAllCurPer,81.7,81.7,G4CORa01AcrAllCurPer
G4AcrAllCurStu,64.3,n/q,G4CORa01AcrAllCurStu
G4AcrAllCurSup,71.3,n/q,G4CORa01AcrAllCurSup
G4AcrAllCurSur,63.6,n/q,G4CORa01AcrAllCurSur
G4AcrAllCurTel,83.1,83.1,G4CORa01AcrAllCurTel
G4AcrAllCurThr,73.9,n/q,G4CORa01AcrAllCurThr
G4AcrAllCurTou,63.6,n/q,G4CORa01AcrAllCurTou
G4AcrAllCurWar,89.6,89.6,G4WARa10AcrAllCurWar
G4AcrAllCurWhi,82.0,82.0,G4CORa01AcrAllCurWhi
G4AcrAllDCrDag,81.1,81.1,G4WARa10AcrAllDCrDag
G4AcrAllDCrDan,85.3,85.3,G4CORa01AcrAllDCrDan
G4AcrAllDCrDec,64.6,n/q,G4CORa01AcrAllDCrDec
G4AcrAllDCrECo,58.5,n/q,G4CORa01AcrAllDCrECo
G4AcrAllDCrEWa,66.5,n/q,G4CORa01AcrAllDCrEWa
G4AcrAllDCrFaH,57.3,n/q,G4CORa01AcrAllDCrFaH
G4AcrAllDCrFaL,61.8,n/q,G4CORa01AcrAllDCrFaL
G4AcrAllDCrFin,84.6,84.6,G4CORa01AcrAllDCrFin
G4AcrAllDCrGla,57.3,n/q,G4CORa01AcrAllDCrGla
G4AcrAllDCrGun,81.1,81.1,G4CORa01AcrAllDCrGun
G4AcrAllDCrHin,82.9,82.9,G4CORa01AcrAllDCrHin
G4AcrAllDCrImp,59.2,n/q,G4CORa01AcrAllDCrImp
G4AcrAllDCrJug,57.4,n/q,G4CORa01AcrAllDCrJug
G4AcrAllDCrMaD,79.3,n/q,G4CORa01AcrAllDCrMaD
G4AcrAllDCrMai,62.8,n/q,G4CORa01AcrAllDCrMai
G4AcrAllDCrMar,85.2,85.2,G4CORa01AcrAllDCrMar
G4AcrAllDCrPar,65.9,n/q,G4CORa01AcrAllDCrPar
G4AcrAllDCrPer,79.4,n/q,G4CORa01AcrAllDCrPer
G4AcrAllDCrStu,57.4,n/q,G4CORa01AcrAllDCrStu
G4AcrAllDCrSup,62.8,n/q,G4CORa01AcrAllDCrSup
G4AcrAllDCrSur,57.4,n/q,G4CORa01AcrAllDCrSur
G4AcrAllDCrTel,69.5,n/q,G4CORa01AcrAllDCrTel
G4AcrAllDCrThr,76.9,n/q,G4CORa01AcrAllDCrThr
G4AcrAllDCrTou,57.4,n/q,G4CORa01AcrAllDCrTou
G4AcrAllDCrWar,85.5,85.5,G4WARa10AcrAllDCrWar
G4AcrAllDCrWhi,86.5,86.5,G4CORa01AcrAllDCrWhi
G4AcrAllDDlDag,85.7,85.7,G4WARa10AcrAllDDlDag
G4AcrAllDDlDan,89.5,89.5,G4CORa01AcrAllDDlDan
G4AcrAllDDlDec,71.6,n/q,G4CORa01AcrAllDDlDec
G4AcrAllDDlECo,64.5,n/q,G4CORa01AcrAllDDlECo
G4AcrAllDDlEWa,73.6,n/q,G4CORa01AcrAllDDlEWa
G4AcrAllDDlFaH,60.9,n/q,G4CORa01AcrAllDDlFaH
G4AcrAllDDlFaL,68.0,n/q,G4CORa01AcrAllDDlFaL
G4AcrAllDDlFin,89.3,89.3,G4CORa01AcrAllDDlFin
G4AcrAllDDlGla,63.5,n/q,G4CORa01AcrAllDDlGla
G4AcrAllDDlGun,85.7,85.7,G4CORa01AcrAllDDlGun
G4AcrAllDDlHin,87.5,87.5,G4CORa01AcrAllDDlHin
G4AcrAllDDlImp,65.0,n/q,G4CORa01AcrAllDDlImp
G4AcrAllDDlJug,63.0,n/q,G4CORa01AcrAllDDlJug
G4AcrAllDDlMaD,84.2,84.2,G4CORa01AcrAllDDlMaD
G4AcrAllDDlMai,69.8,n/q,G4CORa01AcrAllDDlMai
G4AcrAllDDlMar,89.5,89.5,G4CORa01AcrAllDDlMar
G4AcrAllDDlPar,75.0,n/q,G4CORa01AcrAllDDlPar
G4AcrAllDDlPer,83.6,83.6,G4CORa01AcrAllDDlPer
G4AcrAllDDlStu,62.5,n/q,G4CORa01AcrAllDDlStu
G4AcrAllDDlSup,69.8,n/q,G4CORa01AcrAllDDlSup
G4AcrAllDDlSur,61.8,n/q,G4CORa01AcrAllDDlSur
G4AcrAllDDlTel,77.8,n/q,G4CORa01AcrAllDDlTel
G4AcrAllDDlThr,82.6,82.6,G4CORa01AcrAllDDlThr
G4AcrAllDDlTou,61.8,n/q,G4CORa01AcrAllDDlTou
G4AcrAllDDlWar,89.6,89.6,G4WARa10AcrAllDDlWar
G4AcrAllDDlWhi,90.6,90.6,G4CORa01AcrAllDDlWhi
G4AcrAllDagDan,87.5,87.5,G4WARa10AcrAllDagDan
G4AcrAllDagDec,66.9,n/q,G4WARa10AcrAllDagDec
G4AcrAllDagECo,62.1,n/q,G4WARa10AcrAllDagECo
G4AcrAllDagEWa,65.8,n/q,G4WARa10AcrAllDagEWa
G4AcrAllDagFaH,58.9,n/q,G4WARa10AcrAllDagFaH
G4AcrAllDagFaL,61.4,n/q,G4WARa10AcrAllDagFaL
G4AcrAllDagFin,86.6,86.6,G4WARa10AcrAllDagFin
G4AcrAllDagGla,61.5,n/q,G4WARa10AcrAllDagGla
G4AcrAllDagHin,84.6,84.6,G4WARa10AcrAllDagHin
G4AcrAllDagImp,62.3,n/q,G4WARa10AcrAllDagImp
G4AcrAllDagJug,61.0,n/q,G4WARa10AcrAllDagJug
G4AcrAllDagMaD,81.9,81.9,G4WARa10AcrAllDagMaD
G4AcrAllDagMai,62.9,n/q,G4WARa10AcrAllDagMai
G4AcrAllDagPar,70.6,n/q,G4WARa10AcrAllDagPar
G4AcrAllDagPer,85.3,85.3,G4WARa10AcrAllDagPer
G4AcrAllDagStu,60.5,n/q,G4WARa10AcrAllDagStu
G4AcrAllDagSup,62.9,n/q,G4WARa10AcrAllDagSup
G4AcrAllDagSur,59.6,n/q,G4WARa10AcrAllDagSur
G4AcrAllDagTel,80.4,80.4,G4WARa10AcrAllDagTel
G4AcrAllDagThr,79.7,n/q,G4WARa10AcrAllDagThr
G4AcrAllDagTou,59.6,n/q,G4WARa10AcrAllDagTou
G4AcrAllDagWar,78.4,n/q,G4WARa10AcrAllDagWar
G4AcrAllDagWhi,88.3,88.3,G4WARa10AcrAllDagWhi
G4AcrAllDanDec,70.8,n/q,G4CORa01AcrAllDanDec
G4AcrAllDanECo,65.7,n/q,G4CORa01AcrAllDanECo
G4AcrAllDanEWa,75.6,n/q,G4CORa01AcrAllDanEWa
G4AcrAllDanFaH,65.6,n/q,G4CORa01AcrAllDanFaH
G4AcrAllDanFaL,72.4,n/q,G4CORa01AcrAllDanFaL
G4AcrAllDanFin,81.6,81.6,G4CORa01AcrAllDanFin
G4AcrAllDanGla,66.0,n/q,G4CORa01AcrAllDanGla
G4AcrAllDanGun,87.8,87.8,G4CORa01AcrAllDanGun
G4AcrAllDanHin,80.4,80.4,G4CORa01AcrAllDanHin
G4AcrAllDanImp,66.7,n/q,G4CORa01AcrAllDanImp
G4AcrAllDanJug,66.5,n/q,G4CORa01AcrAllDanJug
G4AcrAllDanMaD,77.3,n/q,G4CORa01AcrAllDanMaD
G4AcrAllDanMai,73.4,n/q,G4CORa01AcrAllDanMai
G4AcrAllDanMar,90.6,90.6,G4CORa01AcrAllDanMar
G4AcrAllDanPar,70.9,n/q,G4CORa01AcrAllDanPar
G4AcrAllDanPer,83.1,83.1,G4CORa01AcrAllDanPer
G4AcrAllDanStu,66.4,n/q,G4CORa01AcrAllDanStu
G4AcrAllDanSup,73.4,n/q,G4CORa01AcrAllDanSup
G4AcrAllDanSur,66.1,n/q,G4CORa01AcrAllDanSur
G4AcrAllDanTel,85.4,85.4,G4CORa01AcrAllDanTel
G4AcrAllDanThr,74.8,n/q,G4CORa01AcrAllDanThr
G4AcrAllDanTou,66.1,n/q,G4CORa01AcrAllDanTou
G4AcrAllDanWar,90.4,90.4,G4WARa10AcrAllDanWar
G4AcrAllDanWhi,83.2,83.2,G4CORa01AcrAllDanWhi
G4AcrAllDecECo,49.1,n/q,G4CORa01AcrAllDecECo
G4AcrAllDecEWa,55.5,n/q,G4CORa01AcrAllDecEWa
G4AcrAllDecFaH,48.9,n/q,G4CORa01AcrAllDecFaH
G4AcrAllDecFaL,52.7,n/q,G4CORa01AcrAllDecFaL
G4AcrAllDecFin,70.3,n/q,G4CORa01AcrAllDecFin
G4AcrAllDecGla,49.0,n/q,G4CORa01AcrAllDecGla
G4AcrAllDecGun,66.6,n/q,G4CORa01AcrAllDecGun
G4AcrAllDecHin,65.6,n/q,G4CORa01AcrAllDecHin
G4AcrAllDecImp,48.6,n/q,G4CORa01AcrAllDecImp
G4AcrAllDecJug,48.8,n/q,G4CORa01AcrAllDecJug
G4AcrAllDecMaD,64.2,n/q,G4CORa01AcrAllDecMaD
G4AcrAllDecMai,53.5,n/q,G4CORa01AcrAllDecMai
G4AcrAllDecMar,71.4,n/q,G4CORa01AcrAllDecMar
G4AcrAllDecPar,54.9,n/q,G4CORa01AcrAllDecPar
G4AcrAllDecPer,69.8,n/q,G4CORa01AcrAllDecPer
G4AcrAllDecStu,48.8,n/q,G4CORa01AcrAllDecStu
G4AcrAllDecSup,53.5,n/q,G4CORa01AcrAllDecSup
G4AcrAllDecSur,48.8,n/q,G4CORa01AcrAllDecSur
G4AcrAllDecTel,60.4,n/q,G4CORa01AcrAllDecTel
G4AcrAllDecThr,60.9,n/q,G4CORa01AcrAllDecThr
G4AcrAllDecTou,48.8,n/q,G4CORa01AcrAllDecTou
G4AcrAllDecWar,71.8,n/q,G4WARa10AcrAllDecWar
G4AcrAllDecWhi,72.5,n/q,G4CORa01AcrAllDecWhi
G4AcrAllECoEWa,51.6,n/q,G4CORa01AcrAllECoEWa
G4AcrAllECoFaH,47.3,n/q,G4CORa01AcrAllECoFaH
G4AcrAllECoFaL,49.9,n/q,G4CORa01AcrAllECoFaL
G4AcrAllECoFin,65.7,n/q,G4CORa01AcrAllECoFin
G4AcrAllECoGla,47.3,n/q,G4CORa01AcrAllECoGla
G4AcrAllECoGun,61.8,n/q,G4CORa01AcrAllECoGun
G4AcrAllECoHin,63.0,n/q,G4CORa01AcrAllECoHin
G4AcrAllECoImp,47.0,n/q,G4CORa01AcrAllECoImp
G4AcrAllECoJug,47.2,n/q,G4CORa01AcrAllECoJug
G4AcrAllECoMaD,59.7,n/q,G4CORa01AcrAllECoMaD
G4AcrAllECoMai,50.6,n/q,G4CORa01AcrAllECoMai
G4AcrAllECoMar,66.5,n/q,G4CORa01AcrAllECoMar
G4AcrAllECoPar,51.9,n/q,G4CORa01AcrAllECoPar
G4AcrAllECoPer,63.8,n/q,G4CORa01AcrAllECoPer
G4AcrAllECoStu,47.2,n/q,G4CORa01AcrAllECoStu
G4AcrAllECoSup,50.6,n/q,G4CORa01AcrAllECoSup
G4AcrAllECoSur,47.2,n/q,G4CORa01AcrAllECoSur
G4AcrAllECoTel,57.7,n/q,G4CORa01AcrAllECoTel
G4AcrAllECoThr,56.2,n/q,G4CORa01AcrAllECoThr
G4AcrAllECoTou,47.2,n/q,G4CORa01AcrAllECoTou
G4AcrAllECoWar,66.5,n/q,G4WARa10AcrAllECoWar
G4AcrAllECoWhi,68.3,n/q,G4CORa01AcrAllECoWhi
G4AcrAllEWaFaH,52.0,n/q,G4CORa01AcrAllEWaFaH
G4AcrAllEWaFaL,55.1,n/q,G4CORa01AcrAllEWaFaL
G4AcrAllEWaFin,75.4,n/q,G4CORa01AcrAllEWaFin
G4AcrAllEWaGla,51.7,n/q,G4CORa01AcrAllEWaGla
G4AcrAllEWaGun,64.5,n/q,G4CORa01AcrAllEWaGun
G4AcrAllEWaHin,71.6,n/q,G4CORa01AcrAllEWaHin
G4AcrAllEWaImp,51.7,n/q,G4CORa01AcrAllEWaImp
G4AcrAllEWaJug,51.8,n/q,G4CORa01AcrAllEWaJug
G4AcrAllEWaMaD,67.9,n/q,G4CORa01AcrAllEWaMaD
G4AcrAllEWaMar,70.8,n/q,G4CORa01AcrAllEWaMar
G4AcrAllEWaPar,58.6,n/q,G4CORa01AcrAllEWaPar
G4AcrAllEWaPer,72.4,n/q,G4CORa01AcrAllEWaPer
G4AcrAllEWaStu,51.9,n/q,G4CORa01AcrAllEWaStu
G4AcrAllEWaSup,55.6,n/q,G4CORa01AcrAllEWaSup
G4AcrAllEWaSur,52.0,n/q,G4CORa01AcrAllEWaSur
G4AcrAllEWaTel,65.8,n/q,G4CORa01AcrAllEWaTel
G4AcrAllEWaThr,67.8,n/q,G4CORa01AcrAllEWaThr
G4AcrAllEWaTou,52.0,n/q,G4CORa01AcrAllEWaTou
G4AcrAllEWaWar,71.4,n/q,G4WARa10AcrAllEWaWar
