sk_name,sk_count,r_sum,r_max,r_95ile,nq_count,nq_pct,sub80_count,sub80_pct,80_95_count,80_95_pct,95ile_count,95ile_pct,r90_count,r90_pct,rank_mx,rank_95ile,rank_mx_95ile_avg,rank_r90,rank_mx_95ile_r90_avg,skill_tier,roland_tag,rating_hist_40,rating_hist_45,rating_hist_50,rating_hist_55,rating_hist_60,rating_hist_65,rating_hist_70,rating_hist_75,rating_hist_80,rating_hist_85,rating_hist_90,rating_hist_95
Tel,15470,1148484.33,98.95,87.2,10083,65.18,1689,10.92,3245,20.98,453,2.93,147,0.95,13,31,22,18,20.67,4,0,0,30,155,613,1951,2782,2515,2037,3743,1497,126,21
DDl,14496,1078549.7,98.86,87.2,9396,64.82,1764,12.17,2910,20.07,426,2.94,140,0.97,15,29,22,20,21.33,4,0,0,16,127,567,1701,2677,2252,2056,3711,1249,120,20
Smi,15470,1132027.66,97.36,87.2,11916,77.03,1572,10.16,1350,8.73,632,4.09,125,0.81,26,18,22,21,21.67,4,0,0,16,170,591,2217,2804,2685,3433,2335,1094,118,7
Cat,12054,878285,97.75,87.2,8059,66.86,1905,15.8,1654,13.72,436,3.62,117,0.97,23,21,22,23,22.33,4,0,7,113,461,1148,1764,1240,1000,2326,2885,993,107,10
FaL,14496,1076565.57,96.22,87.2,10375,71.57,1645,11.35,1763,12.16,713,4.92,155,1.07,35,15,25,17,22.33,4,0,8,63,256,562,1484,2101,2511,3390,2596,1370,146,9
Dra,15470,1129386.13,98.07,87.2,10803,69.83,2063,13.34,2191,14.16,413,2.67,118,0.76,20,33,26.5,22,25,4,0,0,0,117,1114,2514,2691,1800,2567,3712,837,105,13
Sur,14496,1121747.79,94.87,87.2,8933,61.62,2144,14.79,2563,17.68,856,5.91,92,0.63,39,12,25.5,28,26.33,4,0,0,6,38,220,619,1236,2696,4118,3364,2107,92,0
Ele,15470,1126073.67,97.88,87.2,10952,70.8,2071,13.39,2052,13.26,395,2.55,109,0.7,21,35,28,24,26.67,4,0,0,2,137,1147,2577,2699,1801,2589,3615,794,98,11
Lif,15470,1137627.15,97.29,87.2,11410,73.76,1903,12.3,1677,10.84,480,3.1,104,0.67,27,28,27.5,25,26.67,6,0,0,6,143,444,2080,3143,2391,3203,3111,845,98,6
Tou,15470,1193601.34,94.87,87.2,9723,62.85,2175,14.06,2705,17.49,867,5.6,92,0.59,39,14,26.5,28,27,6,0,0,6,42,255,693,1412,2997,4318,3412,2243,92,0
Stu,14496,1130026.91,96.45,87.2,8595,59.29,2370,16.35,2903,20.03,628,4.33,68,0.47,33,17,25,34,28,6,0,0,0,6,121,404,1113,2725,4226,3790,2043,63,5
Hex,15470,1122724.46,97.77,87.2,11207,72.44,2015,13.03,1891,12.22,357,2.31,93,0.6,22,37,29.5,27,28.67,6,0,0,5,149,1111,2549,2848,1897,2648,3437,733,86,7
Fir,15470,1122056.87,97.67,87.2,11155,72.11,2057,13.3,1890,12.22,368,2.38,100,0.65,24,36,30,26,28.67,6,0,0,3,163,1176,2640,2695,1862,2616,3469,746,91,9
Dag,12054,924888.29,96.43,87.2,7443,61.75,2076,17.22,2114,17.54,421,3.49,83,0.69,34,22,28,31,29,6,0,0,0,8,90,641,1595,2134,2975,3566,962,77,6
MaA,15470,1125323.96,96.47,87.2,12277,79.36,1460,9.44,1227,7.93,506,3.27,85,0.55,32,26,29,30,29.33,6,0,0,19,190,577,2239,3053,2786,3413,2170,938,81,4
Dan,15470,1133059.06,97.09,87.2,11337,73.28,1978,12.79,1714,11.08,441,2.85,79,0.51,28,32,30,32,30.67,6,0,0,0,76,910,2214,2747,2153,3237,3272,782,75,4
Ade,13762,988779.64,97.41,87.2,10326,75.03,1459,10.6,1683,12.23,294,2.14,76,0.55,25,39,32,33,32.33,6,0,3,58,295,906,2182,2920,1982,1980,2665,695,69,7
Sha,15470,1126052.6,96.62,87.2,11702,75.64,1871,12.09,1497,9.68,400,2.59,62,0.4,30,34,32,35,33,6,0,0,0,113,992,2303,2760,2292,3242,2964,742,59,3
Cur,15470,1115674.17,96.61,87.2,11912,77,1791,11.58,1430,9.24,337,2.18,58,0.37,31,38,34.5,36,35,6,0,0,0,176,1153,2645,2727,2168,3043,2838,662,55,3
FaH,14496,1090346.65,92.76,87.2,10707,73.86,1681,11.6,1623,11.2,485,3.35,38,0.26,43,23,33,39,35,6,0,2,13,92,437,905,1703,3351,4204,2396,1355,38,0
DCr,14496,1041704.15,97.09,87.2,11046,76.2,1552,10.71,1666,11.49,232,1.6,49,0.34,28,42,35,37,35.67,6,0,3,51,240,1007,2330,3038,2008,2369,2706,695,46,3
ECo,15470,1115258.65,94.23,87.2,12929,83.57,634,4.1,1396,9.02,511,3.3,25,0.16,41,25,33,41,35.67,6,0,1,47,247,859,1992,2988,3933,2862,848,1668,25,0
Arc,15470,1098213.78,96.12,87.2,12399,80.15,1635,10.57,1170,7.56,266,1.72,46,0.3,36,41,38.5,38,38.33,6,0,0,16,301,1479,3042,2602,2008,2951,2482,543,44,2
Ant,15470,1111687.83,95.59,87.2,12401,80.16,1634,10.56,1119,7.23,316,2.04,33,0.21,37,40,38.5,40,39,6,0,0,3,191,1128,2572,2805,2469,3233,2384,652,32,1
Blu,14496,1032604.62,92.23,87.2,12470,86.02,448,3.09,1153,7.95,425,2.93,12,0.08,45,30,37.5,44,39.67,6,0,4,47,266,1056,1890,3069,3776,2362,632,1382,12,0
MaD,15470,1083380.73,95.02,87.2,13026,84.2,1359,8.78,883,5.71,202,1.31,25,0.16,38,43,40.5,41,40.67,6,0,0,37,413,1691,3258,2550,2097,2980,1949,470,24,1
Wan,12908,906475.53,94.06,87.2,10807,83.72,1031,7.99,934,7.24,136,1.05,17,0.13,42,44,43,43,43,6,0,0,11,137,1161,2816,2838,1830,2014,1622,462,17,0
Eag,14496,994985.02,92.57,87.2,12705,87.64,856,5.91,831,5.73,104,0.72,9,0.06,44,47,45.5,45,45.33,6,0,20,146,533,1870,3156,2562,2208,2210,1321,461,9,0
Dec,15470,1078051.1,91.48,87.2,13666,88.34,784,5.07,882,5.7,138,0.89,3,0.02,46,45,45.5,46,45.67,6,0,9,83,449,1396,2810,3324,3056,2539,1157,644,3,0
Sta,12054,762273.81,91.46,87.2,11465,95.11,312,2.59,249,2.07,28,0.23,2,0.02,47,48,47.5,47,47.33,6,0,19,193,1480,3775,2450,1371,1179,998,412,175,2,0
Acr,14496,983840.24,89.78,87.2,13413,92.53,281,1.94,676,4.66,126,0.87,0,0,48,46,47,48,47.33,6,0,14,128,618,1739,3027,3262,3119,1506,393,690,0,0
