sk_name,sk_count,r_sum,r_max,r_95ile,nq_count,nq_pct,sub80_count,sub80_pct,80_95_count,80_95_pct,95ile_count,95ile_pct,r90_count,r90_pct,rank_mx,rank_95ile,rank_mx_95ile_avg,rank_r90,rank_mx_95ile_r90_avg,skill_tier,roland_tag,rating_hist_40,rating_hist_45,rating_hist_50,rating_hist_55,rating_hist_60,rating_hist_65,rating_hist_70,rating_hist_75,rating_hist_80,rating_hist_85,rating_hist_90,rating_hist_95
Thi,11228,977973.2,99.8,94.9,902,8,7336,65.3,2166,19.3,824,7.3,3486,31,9,12,10.5,10,10.3,3,0,0,0,0,0,0,0,6,896,3403,3437,2713,773
Hex,11228,936643.4,99.4,94.9,2663,23.7,6054,53.9,1940,17.3,571,5.1,3139,28,15,16,15.5,13,14.7,3,0,0,4,90,293,679,868,219,562,1825,3549,2603,536
Lif,11228,945208.4,99.3,94.9,2372,21.1,6251,55.7,2039,18.2,566,5,3228,28.7,16,17,16.5,12,15,3,0,0,0,16,204,581,828,247,537,1904,3683,2698,530
Tel,11228,926501.8,99.4,94.9,3176,28.3,5723,51,1697,15.1,632,5.6,2830,25.2,14,14,14,18,15.3,3,0,0,20,101,273,691,881,385,915,2120,3012,2226,604
Jug,11228,972112.1,99.2,94.9,1125,10,7489,66.7,1994,17.8,620,5.5,3124,27.8,19,15,17,14,16,3,0,0,0,0,0,0,0,44,1081,3520,3459,2537,587
Smi,11228,962456.2,99.4,94.9,1468,13.1,7352,65.5,1932,17.2,476,4.2,3058,27.2,12,23,17.5,16,17,4,0,0,0,0,12,252,401,178,633,2641,4053,2610,448
Imp,10436,906320,99,94.9,955,9.2,6888,66,1952,18.7,641,6.1,3116,29.9,23,13,18,15,17,4,0,0,0,0,0,0,0,37,918,3149,3216,2515,601
Sup,10436,887300.3,99.3,94.9,2044,19.6,6023,57.7,1848,17.7,521,5,2900,27.8,17,18,17.5,17,17.3,4,0,0,0,0,29,241,389,319,1067,2563,2928,2406,494
Swo,7525,643874.6,99,94.9,1344,17.9,4084,54.3,1487,19.8,610,8.1,2549,33.9,21,11,16,21,17.7,4,0,0,0,0,44,233,362,171,571,1456,2139,1971,578
Mai,10436,885172.8,99.3,94.9,2148,20.6,6042,57.9,1779,17,467,4.5,2766,26.5,17,20,18.5,19,18.7,4,0,0,0,0,29,241,398,344,1137,2583,2938,2327,439
Sun,11228,930463.1,99.2,94.9,2830,25.2,6154,54.8,1757,15.6,487,4.3,2753,24.5,20,21,20.5,20,20.3,6,0,0,8,97,292,705,854,260,666,2031,3562,2289,464
Cal,11228,921307,99,94.9,3109,27.7,6334,56.4,1484,13.2,301,2.7,2252,20.1,22,25,23.5,22,23,6,0,0,12,120,367,739,812,251,815,2360,3500,1961,291
FaL,10436,875356.6,99,94.9,2484,23.8,6148,58.9,1516,14.5,288,2.8,2231,21.4,24,24,24,23,23.7,6,0,0,0,0,101,368,280,382,1353,2723,2998,1964,267
DDl,10436,839229.2,99.4,94.9,3897,37.3,5414,51.9,879,8.4,246,2.4,1511,14.5,13,28,20.5,31,24,6,0,0,36,107,296,693,750,613,1453,2618,2359,1275,236
Mar,7525,603186.9,98.7,94.9,2850,37.9,3225,42.9,1110,14.8,340,4.5,1733,23,27,19,23,27,24.3,6,0,0,13,128,298,621,920,376,577,1279,1580,1411,322
Cat,7525,605336.5,98.8,94.9,2787,37,3345,44.5,1070,14.2,323,4.3,1704,22.6,25,22,23.5,29,25.3,6,0,0,12,104,268,609,856,427,584,1316,1645,1394,310
Per,11228,916502.5,98.7,94.9,3310,29.5,6327,56.4,1296,11.5,295,2.6,2062,18.4,26,26,26,24,25.3,6,0,0,16,125,335,756,822,325,958,2472,3357,1786,276
Cle,11228,919965.5,98.7,94.9,3140,28,6689,59.6,1183,10.5,216,1.9,1858,16.5,31,29,30,25,28.3,6,0,0,0,63,279,666,820,324,996,2777,3445,1664,194
Thr,11228,910588.4,98.7,94.9,3450,30.7,6456,57.5,1132,10.1,190,1.7,1715,15.3,29,31,30,28,29.3,6,0,0,18,151,388,779,766,323,1027,2699,3362,1539,176
Stu,10436,882495.5,98.5,94.9,2102,20.1,6973,66.8,1191,11.4,170,1.6,1764,16.9,34,32,33,26,30.7,6,0,0,0,0,0,0,58,374,1670,3426,3144,1601,163
OnG,11228,944012.6,98.7,94.9,2436,21.7,7647,68.1,1005,9,140,1.2,1553,13.8,29,35,32,30,31.3,6,0,0,0,0,0,2,102,374,1958,3915,3324,1424,129
Cro,7525,593507.6,98.1,94.9,3186,42.3,3342,44.4,817,10.9,180,2.4,1283,17,37,27,32,35,33,6,0,0,25,139,364,660,924,433,684,1372,1641,1113,170
Sur,10436,876924.4,98.6,94.9,2339,22.4,6977,66.9,1007,9.6,113,1.1,1480,14.2,32,36,34,33,33.7,6,0,0,0,0,0,25,71,475,1768,3530,3087,1374,106
Tou,11228,941120.5,98.6,94.9,2667,23.8,7435,66.2,1013,9,113,1,1491,13.3,32,37,34.5,32,33.7,6,0,0,0,0,0,25,73,529,2040,3851,3219,1385,106
DCr,10436,828922.8,98.7,94.9,4384,42,5239,50.2,681,6.5,132,1.3,1062,10.2,28,34,31,40,34,6,0,0,44,132,348,742,724,692,1723,2714,2255,937,125
Eag,10436,837334.6,98.2,94.9,3920,37.6,5404,51.8,958,9.2,154,1.5,1437,13.8,36,33,34.5,34,34.3,6,0,0,31,144,324,704,756,568,1395,2499,2578,1296,141
Axe,7525,591660.8,97.9,94.9,3242,43.1,3441,45.7,699,9.3,143,1.9,1084,14.4,40,30,35,39,36.3,6,0,0,38,143,334,660,862,484,743,1506,1671,953,131
FaH,10436,863346.7,98.1,94.9,3026,29,6549,62.8,783,7.5,78,0.7,1179,11.3,38,39,38.5,36,37.7,6,0,0,0,0,0,143,422,515,1946,3433,2798,1110,69
ECo,11228,922382.8,98.4,94.9,3522,31.4,6938,61.8,694,6.2,74,0.7,1090,9.7,35,42,38.5,38,38.3,6,0,0,0,0,37,288,446,560,2191,3740,2876,1025,65
ShM,7525,630825.8,98,94.9,1712,22.8,5233,69.5,510,6.8,70,0.9,781,10.4,39,38,38.5,41,39.3,6,0,0,0,0,0,0,12,164,1536,2899,2133,714,67
Dec,11228,888239.7,97.6,94.9,4745,42.3,5649,50.3,758,6.8,76,0.7,1095,9.8,41,40,40.5,37,39.3,6,0,0,55,162,447,810,808,695,1768,2891,2497,1029,66
Mac,7525,580301.8,96.9,94.9,3787,50.3,3285,43.7,403,5.4,50,0.7,659,8.8,42,41,41.5,42,41.7,6,0,0,50,185,381,727,863,514,1070,1583,1493,612,47
Acr,10436,801102.9,95.7,94.9,5785,55.4,4494,43.1,154,1.5,3,0,269,2.6,43,43,43,43,43,6,0,0,64,265,412,889,585,1061,2509,2907,1475,266,3
Blu,10436,801102.9,95.7,94.9,5785,55.4,4494,43.1,154,1.5,3,0,269,2.6,43,43,43,43,43,6,0,0,64,265,412,889,585,1061,2509,2907,1475,266,3
