sk_name,sk_count,r_sum,r_max,r_95ile,nq_count,nq_pct,sub80_count,sub80_pct,80_95_count,80_95_pct,95ile_count,95ile_pct,r90_count,r90_pct,rank_mx,rank_95ile,rank_mx_95ile_avg,rank_r90,rank_mx_95ile_r90_avg,skill_tier,roland_tag,rating_hist_40,rating_hist_45,rating_hist_50,rating_hist_55,rating_hist_60,rating_hist_65,rating_hist_70,rating_hist_75,rating_hist_80,rating_hist_85,rating_hist_90,rating_hist_95
FaL,8956,704179.42,99.1,92.8,3427,38.26,4384,48.95,971,10.84,174,1.94,376,4.2,29,27,28.0,27,27.67,4,0,1.0,37.0,204.0,461.0,503.0,610.0,770.0,879.0,2907.0,2208.0,306.0,70.0
Wan,6314,511275.81,99.14,92.8,1791,28.37,3529,55.89,864,13.68,130,2.06,285,4.51,25,26,25.5,33,28.0,4,0,0.0,2.0,21.0,138.0,332.0,273.0,344.0,797.0,1846.0,2276.0,204.0,81.0
DDl,8956,696599.7,99.14,92.8,3777,42.17,4198,46.87,859,9.59,122,1.36,298,3.33,25,31,28.0,29,28.33,4,0,0.0,24.0,226.0,644.0,581.0,536.0,771.0,1080.0,2456.0,2340.0,225.0,73.0
Stu,8956,737616.99,99.08,92.8,1973,22.03,5813,64.91,1003,11.2,167,1.86,405,4.52,32,28,30.0,25,28.33,6,0,0.0,3.0,14.0,40.0,131.0,304.0,548.0,961.0,3970.0,2580.0,347.0,58.0
Hin,9671,747619.72,99.1,92.8,4283,44.29,4406,45.56,826,8.54,156,1.61,316,3.27,29,29,29.0,28,28.67,6,0,0.0,16.0,249.0,732.0,668.0,660.0,950.0,1135.0,2378.0,2567.0,248.0,68.0
Bow,6868,547087.06,99.14,92.8,2608,37.97,3470,50.52,698,10.16,92,1.34,226,3.29,25,32,28.5,35,30.67,6,0,0.0,4.0,49.0,220.0,361.0,366.0,577.0,1134.0,1841.0,2090.0,174.0,52.0
Per,9671,737220.87,99.08,92.8,4527,46.81,4220,43.64,790,8.17,134,1.39,296,3.06,32,30,31.0,30,30.67,6,0,0.0,51.0,443.0,842.0,708.0,720.0,866.0,969.0,2460.0,2316.0,241.0,55.0
MaD,9671,728992.01,99.07,92.8,4739,49.0,4147,42.88,684,7.07,101,1.04,232,2.4,34,35,34.5,34,34.33,6,0,0.0,69.0,551.0,903.0,785.0,794.0,800.0,898.0,2564.0,2075.0,194.0,38.0
Sur,8956,728801.76,98.54,92.8,2329,26.0,5689,63.52,831,9.28,107,1.19,288,3.22,39,33,36.0,31,34.33,6,0,0.0,5.0,35.0,103.0,209.0,421.0,621.0,972.0,4124.0,2178.0,260.0,28.0
Cro,6868,518035.02,99.1,92.8,3505,51.03,2852,41.53,454,6.61,57,0.83,137,1.99,29,37,33.0,38,34.67,6,0,1.0,40.0,234.0,789.0,590.0,424.0,582.0,918.0,1631.0,1522.0,110.0,27.0
Tou,9671,783845.23,98.54,92.8,2679,27.7,6052,62.58,833,8.61,107,1.11,288,2.98,39,34,36.5,31,34.67,6,0,0.0,10.0,50.0,132.0,246.0,472.0,689.0,1117.0,4460.0,2207.0,260.0,28.0
Bac,9671,736988.46,99.05,92.8,4625,47.82,4263,44.08,695,7.19,88,0.91,225,2.33,38,36,37.0,36,36.67,6,0,0.0,31.0,373.0,830.0,750.0,726.0,976.0,1048.0,2431.0,2281.0,190.0,35.0
All,8956,690768.59,99.07,92.8,4105,45.84,4244,47.39,564,6.3,43,0.48,137,1.53,34,41,37.5,38,37.67,6,0,0.0,14.0,156.0,662.0,673.0,608.0,883.0,1227.0,2478.0,2118.0,117.0,20.0
DCr,8956,675368.58,99.07,92.8,4358,48.66,3994,44.6,541,6.04,63,0.7,131,1.46,34,38,36.0,41,37.67,6,0,6.0,89.0,476.0,824.0,671.0,663.0,794.0,884.0,2615.0,1803.0,99.0,32.0
Tel,9671,731459.53,99.07,92.8,4777,49.4,4295,44.41,552,5.71,47,0.49,133,1.38,34,40,37.0,40,38.0,6,0,6.0,71.0,412.0,865.0,766.0,731.0,882.0,1140.0,2651.0,2014.0,107.0,26.0
FaH,8956,709215.77,98.08,92.8,3156,35.24,5121,57.18,624,6.97,55,0.61,183,2.04,41,39,40.0,37,39.0,6,0,1.0,28.0,146.0,267.0,410.0,598.0,708.0,1036.0,3912.0,1667.0,172.0,11.0
Eag,8956,652998.21,96.81,92.8,5114,57.1,3651,40.77,182,2.03,9,0.1,29,0.32,42,42,42.0,42,42.0,6,0,6.0,132.0,701.0,1020.0,851.0,761.0,808.0,870.0,2766.0,1012.0,27.0,2.0
