sk_name,sk_count,r_sum,r_max,r_95ile,nq_count,nq_pct,sub80_count,sub80_pct,80_95_count,80_95_pct,95ile_count,95ile_pct,r90_count,r90_pct,rank_mx,rank_95ile,rank_mx_95ile_avg,rank_r90,rank_mx_95ile_r90_avg,skill_tier,roland_tag,rating_hist_40,rating_hist_45,rating_hist_50,rating_hist_55,rating_hist_60,rating_hist_65,rating_hist_70,rating_hist_75,rating_hist_80,rating_hist_85,rating_hist_90,rating_hist_95
Acr,7560,620336.72,99.06,94,1713,22.66,4879,64.54,831,10.99,137,1.81,520,6.88,30,29,29.5,29,29.33,6,0,1,1,11,113,61,232,336,958,4282,1045,440,80
OnG,8184,676230.87,99.08,94,1517,18.54,5453,66.63,1145,13.99,69,0.84,512,6.26,29,33,31,30,30.67,6,0,0,0,9,134,83,263,246,782,4304,1851,476,36
Sup,7560,618432.7,97.89,94,1908,25.24,4951,65.49,575,7.61,126,1.67,383,5.07,32,30,31,31,31,6,0,0,1,5,17,59,265,456,1105,4412,857,296,87
Mai,7560,616241.61,97.89,94,2053,27.16,4832,63.92,549,7.26,126,1.67,380,5.03,32,30,31,32,31.33,6,0,0,1,5,27,76,314,470,1160,4306,821,293,87
MaD,8184,664710.85,98.52,94,2587,31.61,4830,59.02,712,8.7,55,0.67,262,3.2,31,34,32.5,35,33.33,6,0,0,0,4,17,64,288,904,1310,4042,1293,230,32
Stu,7560,615177.45,97.87,94,1933,25.57,4880,64.55,700,9.26,47,0.62,347,4.59,34,35,34.5,33,34,6,0,3,6,17,123,72,251,362,1099,4390,890,319,28
FaL,7560,609512.87,97.38,94,2410,31.88,4603,60.89,476,6.3,71,0.94,266,3.52,38,32,35,34,34.67,6,0,1,2,13,37,151,330,664,1212,4129,755,227,39
Sur,7560,612458.07,97.74,94,2053,27.16,4926,65.16,561,7.42,20,0.26,223,2.95,35,37,36,36,36,6,0,0,3,13,121,74,285,416,1141,4468,816,213,10
Tou,8184,659493.52,97.74,94,2420,29.57,5183,63.33,561,6.85,20,0.24,223,2.72,35,38,36.5,36,36.33,6,0,3,7,28,159,107,315,486,1315,4725,816,213,10
Eag,7560,601344.4,97.71,94,3028,40.05,4140,54.76,352,4.66,40,0.53,132,1.75,37,36,36.5,39,37.33,6,0,1,2,16,57,127,513,1032,1281,3621,778,110,22
FaH,7560,603469.78,94.05,94,2698,35.69,4448,58.84,413,5.46,1,0.01,152,2.01,39,39,39,38,38.67,6,0,3,4,26,131,138,371,634,1391,4031,679,152,0
