sk_name,sk_count,r_sum,r_max,r_95ile,nq_count,nq_pct,sub80_count,sub80_pct,80_95_count,80_95_pct,95ile_count,95ile_pct,r90_count,r90_pct,rank_mx,rank_95ile,rank_mx_95ile_avg,rank_r90,rank_mx_95ile_r90_avg,skill_tier,roland_tag,rating_hist_40,rating_hist_45,rating_hist_50,rating_hist_55,rating_hist_60,rating_hist_65,rating_hist_70,rating_hist_75,rating_hist_80,rating_hist_85,rating_hist_90,rating_hist_95
Thr,7943,584113.38,99.1,93.8,5226,65.79,1712,21.55,830,10.45,175,2.2,525,6.61,30,24,27,27,27,6,0,0,23,244,728,1251,1135,744,1101,1281,911,429,96
Blu,7326,554042.45,99.2,93.8,4479,61.14,1870,25.53,880,12.01,97,1.32,425,5.8,24,31,27.5,29,28,6,0,0,1,58,341,924,1046,930,1179,1470,952,364,61
FaH,7326,559558.16,99.11,93.8,4598,62.76,1856,25.33,766,10.46,106,1.45,402,5.49,28,30,29,30,29.33,6,0,0,0,7,159,707,1050,1172,1503,1509,817,345,57
DCr,7326,523639.22,98.81,93.8,5339,72.88,1301,17.76,566,7.73,120,1.64,365,4.98,32,29,30.5,31,30.67,6,0,1,57,387,880,1158,1071,775,1010,1038,584,299,66
Acr,7326,531634.24,99.11,93.8,5305,72.41,1443,19.7,534,7.29,44,0.6,233,3.18,28,35,31.5,34,32.33,6,0,0,18,196,614,1183,1109,1009,1176,1161,627,203,30
Mar,6314,464816.18,98.56,93.8,4384,69.43,1367,21.65,497,7.87,66,1.05,260,4.12,33,32,32.5,32,32.33,6,0,0,0,39,369,1094,1131,780,971,1120,550,224,36
Tel,7943,562413.84,98.3,93.8,6080,76.55,1307,16.45,488,6.14,68,0.86,252,3.17,35,33,34,33,33.67,6,0,1,66,373,978,1345,1231,944,1142,1040,571,211,41
All,7326,523502.71,98.56,93.8,5508,75.18,1289,17.59,478,6.52,51,0.7,231,3.15,33,34,33.5,35,34,6,0,0,27,248,781,1267,1198,936,1051,1020,567,199,32
Dec,7943,568606.83,97.71,93.8,6020,75.79,1485,18.7,401,5.05,37,0.47,166,2.09,37,36,36.5,36,36.33,6,0,1,44,241,738,1328,1311,1102,1255,1222,535,147,19
Bow,6314,445502.47,97.76,93.8,5012,79.38,1006,15.93,271,4.29,25,0.4,111,1.76,36,37,36.5,37,36.67,6,0,0,0,134,748,1290,1154,810,876,842,349,101,10
Eag,7326,508582.86,97.34,93.8,6007,82,1049,14.32,243,3.32,27,0.37,83,1.13,38,38,38,38,38,6,0,1,62,389,1007,1282,1232,1040,994,857,379,68,15
Spe,6314,431191.56,97.29,93.8,5377,85.16,755,11.96,174,2.76,8,0.13,60,0.95,39,39,39,39,39,6,0,0,46,390,946,1339,1076,768,812,650,227,55,5
