sk_name,sk_count,r_sum,r_max,r_95ile,nq_count,nq_pct,sub80_count,sub80_pct,80_95_count,80_95_pct,95ile_count,95ile_pct,r90_count,r90_pct,rank_mx,rank_95ile,rank_mx_95ile_avg,rank_r90,rank_mx_95ile_r90_avg,skill_tier,roland_tag,rating_hist_40,rating_hist_45,rating_hist_50,rating_hist_55,rating_hist_60,rating_hist_65,rating_hist_70,rating_hist_75,rating_hist_80,rating_hist_85,rating_hist_90,rating_hist_95
Sun,32200,2806908.1,99.4,95.8,3935,12.2,20227,62.8,6027,18.7,2011,6.2,11059,34.3,23,18,20.5,17,19.3,4,0,0.0,0.0,0.0,4.0,66.0,286.0,981.0,2598.0,6236.0,10970.0,8181.0,2878.0
Ele,32200,2810146.7,99.5,95.8,3606,11.2,20563,63.9,6240,19.4,1791,5.6,11040,34.3,21,21,21.0,18,20.0,4,0,0.0,0.0,0.0,4.0,41.0,205.0,874.0,2482.0,6364.0,11190.0,8426.0,2614.0
Thi,32200,2696198.0,99.7,95.8,10034,31.2,16022,49.8,4412,13.7,1732,5.4,8269,25.7,9,23,16.0,30,20.7,4,0,0.0,0.0,0.0,125.0,661.0,1521.0,2837.0,4890.0,6262.0,7635.0,5893.0,2376.0
Fir,32200,2801008.2,99.4,95.8,3906,12.1,20756,64.5,5887,18.3,1651,5.1,10465,32.5,26,25,25.5,20,23.7,4,0,0.0,0.0,0.0,4.0,54.0,232.0,962.0,2654.0,6586.0,11243.0,8069.0,2396.0
DCr,30583,2594621.6,99.5,95.8,7120,23.3,17662,57.8,4382,14.3,1419,4.6,8192,26.8,18,27,22.5,31,25.3,4,0,0.0,0.0,24.0,137.0,433.0,1051.0,1969.0,3506.0,5942.0,9329.0,6167.0,2025.0
Jug,32200,2691351.9,99.5,95.8,10206,31.7,16010,49.7,4444,13.8,1540,4.8,8127,25.2,20,26,23.0,32,26.0,4,0,0.0,0.0,0.0,142.0,685.0,1574.0,2869.0,4936.0,6200.0,7667.0,5976.0,2151.0
Par,32200,2756224.0,99.3,95.8,7264,22.6,17823,55.4,5620,17.5,1493,4.6,9956,30.9,29,28,28.5,22,26.3,4,0,0.0,0.0,0.0,23.0,177.0,746.0,2092.0,4226.0,5530.0,9450.0,7816.0,2140.0
Smi,32200,2766492.3,99.3,95.8,6334,19.7,19059,59.2,5613,17.4,1194,3.7,9796,30.4,29,33,31.0,23,28.3,6,0,0.0,0.0,0.0,13.0,120.0,562.0,1723.0,3916.0,5867.0,10203.0,7975.0,1821.0
Imp,30583,2567098.9,99.4,95.8,9111,29.8,15761,51.5,4377,14.3,1334,4.4,7965,26.0,25,29,27.0,33,29.0,4,0,0.0,0.0,0.0,90.0,531.0,1340.0,2554.0,4596.0,6002.0,7505.0,6052.0,1913.0
Bac,32200,2746392.7,99.3,95.8,6608,20.5,19820,61.6,4561,14.2,1211,3.8,8333,25.9,28,31,29.5,29,29.3,6,0,0.0,0.0,12.0,62.0,211.0,668.0,1813.0,3842.0,7030.0,10229.0,6540.0,1793.0
Ins,23069,1985311.7,99.2,95.8,4299,18.6,12953,56.1,4630,20.1,1187,5.1,7650,33.2,32,24,28.0,34,30.0,6,0,0.0,0.0,2.0,30.0,133.0,798.0,1064.0,2272.0,4329.0,6791.0,5835.0,1815.0
Swo,23069,1984349.9,99.2,95.8,4097,17.8,13738,59.6,3969,17.2,1265,5.5,7191,31.2,32,22,27.0,39,31.0,6,0,0.0,2.0,4.0,61.0,156.0,663.0,1166.0,2045.0,4338.0,7443.0,5344.0,1847.0
MaA,32200,2752304.3,99.2,95.8,6619,20.6,19598,60.9,5014,15.6,969,3.0,8872,27.6,31,39,35.0,25,31.7,6,0,0.0,0.0,2.0,19.0,137.0,650.0,1842.0,3969.0,6523.0,10186.0,7361.0,1511.0
Per,32200,2757903.3,99.2,95.8,5969,18.5,20247,62.9,4806,14.9,1178,3.7,8686,27.0,35,34,34.5,26,31.7,6,0,0.0,0.0,0.0,28.0,178.0,560.0,1516.0,3687.0,7105.0,10440.0,6890.0,1796.0
Dan,32200,2777327.8,99.1,95.8,4784,14.9,20962,65.1,5256,16.3,1198,3.7,9228,28.7,39,32,35.5,24,31.7,6,0,0.0,0.0,0.0,8.0,92.0,343.0,1213.0,3128.0,7265.0,10923.0,7379.0,1849.0
Clo,32200,2673969.3,99.4,95.8,10812,33.6,16095,50.0,4174,13.0,1119,3.5,7392,23.0,27,37,32.0,37,33.7,6,0,0.0,0.0,9.0,186.0,824.0,1731.0,3045.0,5017.0,6138.0,7858.0,5742.0,1650.0
Mar,23069,1963926.3,99.2,95.8,5026,21.8,13025,56.5,4126,17.9,892,3.9,6786,29.4,32,30,31.0,40,34.0,6,0,0.0,6.0,9.0,84.0,205.0,940.0,1351.0,2431.0,4812.0,6445.0,5367.0,1419.0
Sup,30583,2567661.8,99.1,95.8,8667,28.3,16650,54.4,4153,13.6,1113,3.6,7573,24.8,40,35,37.5,35,36.7,6,0,0.0,4.0,21.0,142.0,584.0,1447.0,2413.0,4056.0,5742.0,8601.0,5899.0,1674.0
Cur,32200,2759854.2,98.9,95.8,5528,17.2,21014,65.3,4685,14.5,973,3.0,8376,26.0,44,38,41.0,28,36.7,6,0,0.0,0.0,0.0,18.0,116.0,431.0,1422.0,3541.0,7431.0,10865.0,6843.0,1533.0
Mai,30583,2562324.7,99.1,95.8,8870,29.0,16619,54.3,3995,13.1,1099,3.6,7345,24.0,40,36,38.0,38,38.0,6,0,0.0,4.0,22.0,153.0,612.0,1508.0,2410.0,4161.0,5843.0,8525.0,5705.0,1640.0
Gla,32200,2653200.0,99.2,95.8,11389,35.4,16708,51.9,3457,10.7,646,2.0,6217,19.3,35,42,38.5,42,39.7,6,0,0.0,0.0,16.0,225.0,905.0,1855.0,3233.0,5155.0,6390.0,8204.0,5174.0,1043.0
OnG,32200,2653200.0,99.2,95.8,11389,35.4,16708,51.9,3457,10.7,646,2.0,6217,19.3,35,42,38.5,42,39.7,6,0,0.0,0.0,16.0,225.0,905.0,1855.0,3233.0,5155.0,6390.0,8204.0,5174.0,1043.0
Arc,32200,2741614.5,98.7,95.8,6321,19.6,20949,65.1,4170,13.0,760,2.4,7526,23.4,45,40,42.5,36,40.3,6,0,0.0,0.0,2.0,26.0,162.0,539.0,1705.0,3887.0,7840.0,10513.0,6304.0,1222.0
FaL,30583,2529212.9,98.9,95.8,10166,33.2,16510,54.0,3277,10.7,630,2.1,5855,19.1,42,41,41.5,44,42.3,6,0,0.0,8.0,33.0,225.0,768.0,1676.0,2755.0,4701.0,6347.0,8215.0,4838.0,1017.0
Ant,32200,2722526.7,98.6,95.8,7188,22.3,20749,64.4,3713,11.5,550,1.7,6655,20.7,46,45,45.5,41,44.0,6,0,0.0,0.0,4.0,45.0,205.0,694.0,1897.0,4343.0,8110.0,10247.0,5692.0,963.0
Bow,23069,1931557.6,98.9,95.8,6331,27.4,13196,57.2,3123,13.5,419,1.8,5319,23.1,43,44,43.5,47,44.7,6,0,0.0,6.0,25.0,110.0,366.0,1139.0,1461.0,3224.0,5296.0,6123.0,4585.0,734.0
Eag,30583,2478113.3,99.2,95.8,12220,40.0,15845,51.8,2189,7.2,329,1.1,4072,13.3,38,48,43.0,51,45.7,6,0,2.0,32.0,115.0,423.0,1083.0,1983.0,3166.0,5416.0,6893.0,7398.0,3528.0,544.0
Cal,32200,2702688.3,98.5,95.8,8124,25.2,20454,63.5,3225,10.0,397,1.2,5840,18.1,49,46,47.5,45,46.7,6,0,0.0,0.0,6.0,67.0,248.0,846.0,2146.0,4811.0,8461.0,9775.0,5099.0,741.0
MaD,32200,2702688.3,98.5,95.8,8124,25.2,20454,63.5,3225,10.0,397,1.2,5840,18.1,49,46,47.5,45,46.7,6,0,0.0,0.0,6.0,67.0,248.0,846.0,2146.0,4811.0,8461.0,9775.0,5099.0,741.0
Cle,32200,2672531.6,98.6,95.8,9835,30.5,19343,60.1,2767,8.6,255,0.8,4896,15.2,46,51,48.5,48,48.3,6,0,0.0,2.0,15.0,105.0,394.0,1102.0,2592.0,5625.0,8108.0,9361.0,4415.0,481.0
Stu,30583,2503197.4,98.6,95.8,11284,36.9,16501,54.0,2501,8.2,297,1.0,4617,15.1,48,49,48.5,49,48.7,6,0,0.0,0.0,12.0,204.0,853.0,1800.0,3143.0,5272.0,6737.0,7945.0,4108.0,509.0
ECo,32200,2603001.8,98.2,95.8,13320,41.4,16621,51.6,2061,6.4,198,0.6,3879,12.0,52,54,53.0,52,52.7,6,0,0.0,6.0,42.0,335.0,1153.0,2263.0,3779.0,5742.0,7005.0,7996.0,3512.0,367.0
Sur,30583,2483403.1,98.2,95.8,12081,39.5,16361,53.5,1938,6.3,203,0.7,3683,12.0,53,52,52.5,54,53.0,6,0,0.0,2.0,19.0,242.0,923.0,1964.0,3405.0,5526.0,7086.0,7733.0,3317.0,366.0
Tou,32200,2604167.2,98.2,95.8,13248,41.1,16809,52.2,1940,6.0,203,0.6,3685,11.4,53,53,53.0,53,53.0,6,0,0.0,2.0,25.0,288.0,1084.0,2186.0,3739.0,5924.0,7418.0,7849.0,3319.0,366.0
Thr,32200,2660511.5,98.1,95.8,10197,31.7,19415,60.3,2411,7.5,177,0.5,4343,13.5,55,55,55.0,50,53.3,6,0,0.0,0.0,20.0,136.0,425.0,1182.0,2717.0,5717.0,8572.0,9088.0,3984.0,359.0
Sta,23069,1901578.1,98.1,95.8,7483,32.4,13443,58.3,1959,8.5,184,0.8,3578,15.5,56,50,53.0,55,53.7,6,0,0.0,2.0,50.0,127.0,512.0,1266.0,1648.0,3878.0,5727.0,6281.0,3232.0,346.0
Dec,32200,2567283.3,98.2,95.8,14678,45.6,15862,49.3,1521,4.7,139,0.4,2892,9.0,51,56,53.5,56,54.3,6,0,2.0,36.0,171.0,585.0,1340.0,2423.0,3932.0,6189.0,7596.0,7034.0,2650.0,242.0
FaH,30583,2456508.7,98.1,95.8,13196,43.1,15866,51.9,1406,4.6,115,0.4,2742,9.0,57,57,57.0,57,57.0,6,0,0.0,4.0,43.0,334.0,1092.0,2172.0,3703.0,5848.0,7465.0,7180.0,2508.0,234.0
Axe,23069,1873994.5,97.7,95.8,8839,38.3,12745,55.2,1399,6.1,86,0.4,2698,11.7,58,58,58.0,58,58.0,6,0,2.0,4.0,62.0,218.0,727.0,1351.0,2175.0,4300.0,5720.0,5812.0,2520.0,178.0
Acr,30583,2322154.0,95.5,95.8,20402,66.7,10024,32.8,157,0.5,0,0.0,444,1.5,59,59,59.0,59,59.0,6,0,1.0,23.0,146.0,750.0,2155.0,3785.0,6054.0,7488.0,6338.0,3399.0,438.0,6.0
Blu,30583,2322154.0,95.5,95.8,20402,66.7,10024,32.8,157,0.5,0,0.0,444,1.5,59,59,59.0,59,59.0,6,0,1.0,23.0,146.0,750.0,2155.0,3785.0,6054.0,7488.0,6338.0,3399.0,438.0,6.0
ShM,23069,1717131.3,94.2,95.8,17280,74.9,5765,25.0,24,0.1,0,0.0,96,0.4,61,59,60.0,61,60.3,6,0,0.0,18.0,134.0,969.0,1689.0,3261.0,5059.0,6150.0,4337.0,1356.0,96.0,0.0
