sk_name,sk_count,r_sum,r_max,r_95ile,nq_count,nq_pct,sub80_count,sub80_pct,80_95_count,80_95_pct,95ile_count,95ile_pct,r90_count,r90_pct,rank_mx,rank_95ile,rank_mx_95ile_avg,rank_r90,rank_mx_95ile_r90_avg,skill_tier,roland_tag,rating_hist_40,rating_hist_45,rating_hist_50,rating_hist_55,rating_hist_60,rating_hist_65,rating_hist_70,rating_hist_75,rating_hist_80,rating_hist_85,rating_hist_90,rating_hist_95
Fin,5760,467976.1,99.5,94,758,13.2,3903,67.8,864,15,235,4.1,669,11.6,15,16,15.5,14,15,3,5,0,0,3,53,118,180,478,1472,2011,776,514,155
Thr,5760,465734.9,99.5,94,1178,20.5,3419,59.4,929,16.1,234,4.1,595,10.3,16,17,16.5,17,16.7,3,0,0,0,3,29,68,238,733,1544,1649,901,435,160
Gla,5760,468750.6,99.2,94,1710,29.7,2625,45.6,1156,20.1,269,4.7,688,11.9,26,14,20,13,17.7,3,0,0,1,2,43,113,291,651,1170,1634,1167,496,192
Tel,5760,454826.3,99.5,94,1479,25.7,3488,60.6,609,10.6,184,3.2,476,8.3,14,21,17.5,21,18.7,3,0,0,3,14,109,248,394,768,1400,1736,612,347,129
Hin,5760,463283.3,99.5,94,931,16.2,3853,66.9,795,13.8,181,3.1,556,9.7,16,22,19,19,19,3,3,0,0,5,69,127,216,607,1591,1858,731,427,129
Ass,5760,464447.9,99.3,94,799,13.9,3959,68.7,796,13.8,206,3.6,594,10.3,22,19,20.5,18,19.7,3,0,0,0,6,70,120,209,573,1540,1976,672,458,136
Bac,5760,454428.8,99.4,94,1303,22.6,3718,64.5,609,10.6,130,2.3,364,6.3,18,26,22,23,22.3,4,0,0,0,15,96,184,334,809,1757,1503,698,276,88
DDl,5270,419236.3,99.1,94,1221,23.2,3354,63.6,521,9.9,174,3.3,424,8,27,20,23.5,22,23,4,0,0,0,7,50,144,361,713,1237,1835,499,305,119
Sup,5270,413974.5,99.2,94,1860,35.3,2703,51.3,570,10.8,137,2.6,354,6.7,23,23,23,24,23.3,4,0,0,2,11,58,182,436,854,1452,1322,599,259,95
Mai,5270,411668.9,99.2,94,1953,37.1,2631,49.9,554,10.5,132,2.5,349,6.6,23,24,23.5,25,24,4,0,0,3,24,71,214,465,886,1440,1261,557,260,89
Par,5760,453859.5,99.2,94,1905,33.1,3262,56.6,486,8.4,107,1.9,285,4.9,25,28,26.5,27,26.7,4,0,0,0,1,16,104,377,1033,1801,1562,581,208,77
Stu,5270,413652,99,94,2246,42.6,2315,43.9,581,11,128,2.4,323,6.1,29,25,27,26,26.7,4,0,0,10,22,102,194,422,776,1320,1420,681,223,100
Eag,5270,392389.8,99.4,94,2443,46.4,2570,48.8,190,3.6,67,1.3,136,2.6,19,32,25.5,34,28.3,6,0,0,6,53,214,437,754,1153,1353,867,297,79,57
Sur,5270,409629.6,98.8,94,2317,44,2408,45.7,447,8.5,98,1.9,235,4.5,30,27,28.5,30,29,6,0,0,3,19,92,224,480,883,1425,1344,565,162,73
Tou,5760,443472.5,98.8,94,2716,47.2,2491,43.2,455,7.9,98,1.7,236,4.1,30,29,29.5,29,29.3,6,0,0,11,43,151,293,568,993,1497,1393,575,163,73
FaL,5270,405029.1,99,94,2182,41.4,2605,49.4,404,7.7,79,1.5,229,4.3,28,30,29,31,29.7,6,0,0,5,33,98,267,546,1024,1462,1151,455,176,53
Per,5760,444085.5,98.8,94,1767,30.7,3499,60.7,414,7.2,80,1.4,241,4.2,32,31,31.5,28,30.3,6,0,0,0,30,126,264,502,1038,1741,1372,446,190,51
DCr,5270,399937.5,98.7,94,2004,38,2890,54.8,313,5.9,63,1.2,195,3.7,33,33,33,32,32.7,6,0,0,3,35,166,335,637,993,1414,1192,300,162,33
FaH,5270,399091.9,98.4,94,2688,51,2237,42.4,286,5.4,59,1.1,146,2.8,35,34,34.5,33,34,6,0,0,9,37,138,334,617,1129,1434,1053,373,104,42
MaD,5760,435829.7,98.5,94,2117,36.8,3307,57.4,287,5,49,0.9,134,2.3,34,35,34.5,35,34.7,6,0,0,0,35,193,286,640,1345,1648,1121,358,101,33
