sk_name,sk_count,r_sum,r_max,r_95ile,nq_count,nq_pct,sub80_count,sub80_pct,80_95_count,80_95_pct,95ile_count,95ile_pct,r90_count,r90_pct,rank_mx,rank_95ile,rank_mx_95ile_avg,rank_r90,rank_mx_95ile_r90_avg,skill_tier,roland_tag,rating_hist_40,rating_hist_45,rating_hist_50,rating_hist_55,rating_hist_60,rating_hist_65,rating_hist_70,rating_hist_75,rating_hist_80,rating_hist_85,rating_hist_90,rating_hist_95
Pow,9539,781322.85,99.71,95.5,3259,34.17,4428,46.42,1305,13.68,547,5.73,1635,17.14,6,14,10,16,12,3,5,0,10,212,204,143,305,741,1645,2714,1930,1025,610
EWa,8828,737151.44,99.66,95.5,3013,34.13,3659,41.45,1651,18.7,505,5.72,1819,20.6,9,15,12,12,12,3,3,0,0,0,0,1,43,1193,1776,2124,1872,1223,596
All,8828,724630.89,99.85,95.5,3093,35.04,4096,46.4,1231,13.94,408,4.62,1353,15.33,1,18,9.5,22,13.67,3,0,0,0,110,174,119,166,1030,1496,2260,2120,877,476
Jug,9539,780182.24,99.58,95.5,4463,46.79,3048,31.95,1476,15.47,552,5.79,1783,18.69,15,13,14,13,13.67,3,0,0,0,0,0,0,364,1832,2267,1867,1426,1137,646
Imp,8828,724608.13,99.62,95.5,3972,44.99,2913,33,1466,16.61,477,5.4,1699,19.25,11,16,13.5,15,14,3,0,0,0,0,0,0,252,1600,2120,1814,1343,1140,559
War,6868,590691.57,99.1,95.5,1636,23.82,2675,38.95,2072,30.17,485,7.06,2288,33.31,33,9,21,8,16.67,2,5,0,0,6,17,6,31,250,1326,1199,1745,1679,609
Cal,9539,777083.68,99.46,95.5,3794,39.77,3957,41.48,1344,14.09,444,4.65,1527,16.01,17,17,17,19,17.67,3,0,0,18,181,134,146,280,959,2076,2492,1726,985,542
ECo,9539,778001.58,99.4,95.5,4392,46.04,3388,35.52,1360,14.26,399,4.18,1529,16.03,21,19,20,18,19.33,4,0,0,0,0,0,0,306,1813,2273,2096,1522,1049,480
Gun,5760,490629.83,98.96,95.5,1450,25.17,2174,37.74,1780,30.9,356,6.18,1898,32.95,40,12,26,10,20.67,4,0,0,0,25,127,43,32,192,1031,1079,1333,1451,447
Sup,8828,722267.22,99.45,95.5,3778,42.8,3453,39.11,1295,14.67,302,3.42,1336,15.13,18,23,20.5,23,21.33,4,0,0,0,0,3,43,197,1507,2028,2101,1613,975,361
Smi,9539,783658.61,99.32,95.5,3816,40,3862,40.49,1504,15.77,357,3.74,1617,16.95,25,22,23.5,17,21.33,4,0,0,0,14,40,76,233,1379,2074,2328,1778,1158,459
Thr,9539,773368.64,99.37,95.5,3998,41.91,3964,41.56,1209,12.67,368,3.86,1370,14.36,23,21,22,21,21.67,4,0,0,18,182,136,150,280,1175,2057,2310,1861,917,453
Mai,8828,720238.43,99.45,95.5,3900,44.18,3390,38.4,1244,14.09,294,3.33,1291,14.62,18,24,21,24,22,4,0,0,0,0,3,52,217,1547,2081,2059,1578,938,353
Tel,9539,763350.54,99.64,95.5,4244,44.49,4042,42.37,960,10.06,293,3.07,1038,10.88,10,27,18.5,31,22.67,4,0,0,16,225,208,174,335,1536,1751,2379,1877,703,335
Sun,9539,759788.59,99.56,95.5,4407,46.2,3770,39.52,1066,11.18,296,3.1,1143,11.98,16,26,21,27,23,4,0,2,50,259,229,244,403,1208,2012,2382,1607,765,378
Axe,6314,521772.66,99.1,95.5,2304,36.49,2327,36.85,1437,22.76,246,3.9,1449,22.95,33,20,26.5,20,24.33,4,0,0,18,157,135,25,108,410,1451,1148,1413,1149,300
Blu,8828,720409.68,99.28,95.5,3904,44.22,3434,38.9,1199,13.58,291,3.3,1284,14.54,27,25,26,25,25.67,4,0,0,0,0,0,0,220,1601,2083,2161,1479,922,362
Dec,9539,780454.39,99.24,95.5,3354,35.16,4770,50.01,1161,12.17,254,2.66,1171,12.28,28,28,28,26,27.33,6,0,0,0,101,102,7,135,1286,1723,3047,1967,866,305
FaL,8828,710799.79,99.37,95.5,4380,49.61,3210,36.36,1044,11.83,194,2.2,1062,12.03,23,30,26.5,30,27.67,6,0,0,0,3,16,84,407,1633,2237,2033,1353,824,238
Stu,8828,708038.34,99.19,95.5,4758,53.9,2780,31.49,1066,12.08,224,2.54,1110,12.57,29,29,29,28,28.67,6,0,0,0,0,3,39,485,1901,2330,1746,1214,835,275
Per,9539,747419.49,99.32,95.5,5020,52.63,3487,36.56,850,8.91,182,1.91,872,9.14,25,31,28,34,30,6,0,2,62,299,246,264,489,1560,2098,2233,1414,656,216
OnG,9539,760057.75,99.15,95.5,5401,56.62,2854,29.92,1123,11.77,161,1.69,1076,11.28,32,34,33,29,31.67,6,0,0,0,0,9,33,644,2170,2545,1783,1279,877,199
Cle,9539,745706.19,99.16,95.5,5273,55.28,3229,33.85,867,9.09,170,1.78,872,9.14,31,33,32,34,32.67,6,0,0,50,271,225,286,541,1637,2263,2145,1249,660,212
DDl,8828,686519.69,99.39,95.5,5144,58.27,2888,32.71,693,7.85,103,1.17,628,7.11,22,39,30.5,39,33.33,6,0,1,31,184,212,252,614,1812,2039,1948,1107,504,124
Sur,8828,702039.42,99.09,95.5,5053,57.24,2680,30.36,935,10.59,160,1.81,918,10.4,35,32,33.5,33,33.33,6,0,0,0,0,15,68,571,1983,2416,1719,1138,714,204
Tou,9539,754962.08,99.09,95.5,5652,59.25,2769,29.03,957,10.03,161,1.69,935,9.8,35,34,34.5,32,33.67,6,0,0,0,0,25,87,724,2228,2588,1770,1182,730,205
Acr,8828,707132.31,99.03,95.5,4392,49.75,3462,39.22,835,9.46,139,1.57,810,9.18,37,36,36.5,37,36.67,6,0,0,3,57,24,24,406,1707,2171,2265,1361,632,178
DCr,8828,675384.24,99.17,95.5,5684,64.39,2558,28.98,517,5.86,69,0.78,463,5.24,30,41,35.5,41,37.33,6,0,1,51,239,224,274,795,2073,2027,1745,936,373,90
Eag,8828,682953.19,99.03,95.5,5265,59.64,2803,31.75,653,7.4,107,1.21,612,6.93,37,37,37,40,38,6,0,0,23,252,198,199,678,1742,2173,2121,830,488,124
FaH,8828,692623.47,98.99,95.5,5461,61.86,2496,28.27,764,8.65,107,1.21,724,8.2,39,37,38,38,38,6,0,0,0,1,40,142,784,2128,2366,1617,1026,594,130
Mac,6314,505712.07,98.57,95.5,2874,45.52,2393,37.9,977,15.47,70,1.11,819,12.97,42,40,41,36,39.33,6,0,2,45,222,93,75,244,733,1460,1340,1281,718,101
ShM,6314,476235.63,98.65,95.5,4853,76.86,1233,19.53,212,3.36,16,0.25,183,2.9,41,42,41.5,42,41.67,6,0,0,2,25,92,173,848,2005,1708,1049,229,161,22
