sk_name,sk_count,r_sum,r_max,r_95ile,nq_count,nq_pct,sub80_count,sub80_pct,80_95_count,80_95_pct,95ile_count,95ile_pct,r90_count,r90_pct,rank_mx,rank_95ile,rank_mx_95ile_avg,rank_r90,rank_mx_95ile_r90_avg,skill_tier,roland_tag,rating_hist_40,rating_hist_45,rating_hist_50,rating_hist_55,rating_hist_60,rating_hist_65,rating_hist_70,rating_hist_75,rating_hist_80,rating_hist_85,rating_hist_90,rating_hist_95
EWa,6836,491940.63,99.65,86.7,5437,79.53,0,0,1043,15.26,356,5.21,151,2.21,6,11,8.5,17,11.33,3,0,0,0,0,810,867,1208,1365,1187,879,369,120,31
Jug,7422,513859.09,99.48,86.7,6332,85.31,0,0,717,9.66,373,5.03,177,2.38,12,13,12.5,13,12.67,3,0,0,0,326,1013,1444,1426,1232,891,593,320,148,29
ECo,7422,513305.16,99.48,86.7,6397,86.19,0,0,673,9.07,352,4.74,177,2.38,12,16,14,13,13.67,3,0,0,0,310,1011,1445,1449,1278,904,556,292,145,32
Cal,7422,544092,98.02,86.7,5998,80.81,0,0,1054,14.2,370,4.99,210,2.83,24,14,19,10,16,3,0,0,4,59,124,893,1457,1926,1535,913,301,171,39
Blu,6836,473851.74,98.63,86.7,5915,86.53,0,0,596,8.72,325,4.75,173,2.53,23,15,19,15,17.67,3,0,0,0,246,921,1290,1378,1203,877,502,246,141,32
Cro,6314,475747.33,96.7,86.7,4302,68.13,0,0,1555,24.63,457,7.24,172,2.72,29,8,18.5,16,17.67,3,0,0,22,104,166,590,824,912,1684,1288,552,163,9
All,6836,497522.31,99.54,86.7,5605,81.99,0,0,1022,14.95,209,3.06,98,1.43,11,23,17,23,19,3,0,0,11,86,556,597,952,1720,1683,898,235,65,33
Sup,6836,478418.39,99.48,86.7,5933,86.79,0,0,681,9.96,222,3.25,86,1.26,12,21,16.5,24,19,4,0,0,0,34,941,1113,1453,1337,1055,591,226,75,11
Imp,6836,473366.36,99.23,86.7,5905,86.38,0,0,626,9.16,305,4.46,136,1.99,21,18,19.5,19,19.33,4,0,0,0,270,904,1299,1377,1171,884,510,285,117,19
Thr,7422,537244.79,97.34,86.7,6248,84.18,0,0,861,11.6,313,4.22,182,2.45,27,19,23,12,19.33,4,0,0,3,30,242,1106,1517,1911,1439,756,236,154,28
Mai,6836,476688.01,99.48,86.7,5976,87.42,0,0,644,9.42,216,3.16,84,1.23,12,22,17,25,19.67,4,0,0,0,36,970,1155,1470,1316,1029,565,211,73,11
Sun,7422,533577.73,99.48,86.7,6348,85.53,0,0,890,11.99,184,2.48,99,1.33,12,25,18.5,22,19.67,4,0,2,48,143,237,916,1543,1940,1519,781,194,84,15
Dec,7422,520721.29,99.42,86.7,6516,87.79,0,0,687,9.26,219,2.95,101,1.36,18,24,21,21,21,4,0,0,0,105,916,1070,1580,1642,1203,573,232,95,6
Smi,7422,533732.56,97.92,86.7,6344,85.48,0,0,778,10.48,300,4.04,148,1.99,25,20,22.5,18,21,4,0,0,0,7,440,1073,1522,1872,1430,688,242,139,9
Tel,7422,523674.27,99.47,86.7,6536,88.06,0,0,738,9.94,148,1.99,72,0.97,17,28,22.5,26,23.67,6,0,0,47,181,831,851,1320,1871,1435,664,150,58,14
FaL,6836,469578.62,99.34,86.7,6193,90.59,0,0,492,7.2,151,2.21,55,0.8,19,27,23,28,24.67,6,0,0,0,265,867,1297,1495,1330,939,426,162,51,4
Bow,6314,463895.59,94.71,86.7,4821,76.35,0,0,1205,19.08,288,4.56,110,1.74,37,17,27,20,24.67,4,0,0,16,96,264,974,638,1247,1586,1062,321,110,0
Acr,6836,461817.27,97.39,86.7,6239,91.27,0,0,438,6.41,159,2.33,59,0.86,26,26,26,27,26.33,6,0,0,0,344,1040,1479,1501,1177,698,353,185,51,8
Per,7422,519134.03,99.17,86.7,6724,90.6,0,0,578,7.79,120,1.62,54,0.73,22,31,26.5,29,27.33,6,0,2,70,176,556,1173,1668,1848,1231,527,117,49,5
Stu,6836,459554.04,96.68,86.7,6283,91.91,0,0,422,6.17,131,1.92,43,0.63,30,29,29.5,31,30,6,0,0,2,386,1077,1502,1487,1160,669,358,152,38,5
OnG,7422,497019.48,96.62,86.7,6870,92.56,0,0,428,5.77,124,1.67,29,0.39,31,30,30.5,34,31.67,6,0,0,0,394,1184,1712,1690,1214,676,354,169,26,3
Sur,6836,457023.42,96.15,86.7,6361,93.05,0,0,366,5.35,109,1.59,30,0.44,32,32,32,32,32,6,0,0,0,373,1122,1553,1556,1130,627,311,134,28,2
Cle,7422,513725.71,95.54,86.7,6844,92.21,0,0,460,6.2,118,1.59,54,0.73,35,33,34,29,32.33,6,0,2,59,152,575,1377,1898,1713,1068,419,105,52,2
Tou,7422,492383.97,96.15,86.7,6943,93.55,0,0,370,4.99,109,1.47,30,0.4,32,34,33,32,32.67,6,0,0,2,502,1293,1723,1633,1155,635,313,136,28,2
DDl,6836,463895.59,97.05,86.7,6327,92.55,0,0,447,6.54,62,0.91,20,0.29,28,36,32,36,33.33,6,0,1,36,379,951,1245,1401,1379,935,399,90,17,3
FaH,6836,452216.79,95.53,86.7,6449,94.34,0,0,308,4.51,79,1.16,14,0.2,36,35,35.5,37,36,6,0,0,2,439,1186,1643,1578,1035,566,265,108,12,2
DCr,6836,453638.46,95.67,86.7,6522,95.41,0,0,272,3.98,42,0.61,11,0.16,34,38,36,38,36.67,6,0,1,61,466,1132,1345,1520,1287,710,254,49,10,1
Eag,6836,459201.61,93.65,86.7,6511,95.25,0,0,267,3.91,58,0.85,26,0.38,38,37,37.5,35,36.67,6,0,0,55,244,1041,1299,1724,1432,716,240,59,26,0
