sk_name,sk_count,r_sum,r_max,r_95ile,nq_count,nq_pct,sub80_count,sub80_pct,80_95_count,80_95_pct,95ile_count,95ile_pct,r90_count,r90_pct,rank_mx,rank_95ile,rank_mx_95ile_avg,rank_r90,rank_mx_95ile_r90_avg,skill_tier,roland_tag,rating_hist_40,rating_hist_45,rating_hist_50,rating_hist_55,rating_hist_60,rating_hist_65,rating_hist_70,rating_hist_75,rating_hist_80,rating_hist_85,rating_hist_90,rating_hist_95
Smi,8497,612757.72,97.25,87.1,6726,79.16,530,6.24,934,10.99,307,3.61,121,1.42,23,20,21.5,19,20.67,4,0,0,26,202,720,1098,1313,1674,1693,1153,497,105,16
Mar,6314,461608.02,97.35,87.1,4781,75.72,616,9.76,710,11.24,207,3.28,84,1.33,21,23,22,25,23,4,0,1,9,115,469,678,932,1142,1435,1139,310,72,12
Cur,8497,615166.83,96.45,87.1,6741,79.33,640,7.53,822,9.67,294,3.46,112,1.32,28,21,24.5,21,23.33,4,0,0,0,83,833,1082,1212,1657,1874,1180,464,108,4
Wan,6314,458615.81,97.3,87.1,4873,77.18,580,9.19,673,10.66,188,2.98,79,1.25,22,26,24,27,25,4,0,0,21,141,501,724,964,1109,1413,1068,294,68,11
MaA,8497,611325.12,96.47,87.1,6835,80.44,524,6.17,884,10.4,254,2.99,91,1.07,27,25,26,24,25.33,4,0,0,22,190,712,1135,1349,1689,1738,1127,444,80,11
FaL,7848,556702.86,96.7,87.1,6341,80.8,452,5.76,845,10.77,210,2.68,84,1.07,26,29,27.5,25,26.67,6,0,9,83,383,787,959,1234,1431,1455,1017,406,76,8
Ins,6314,442781.44,97.06,87.1,5096,80.71,508,8.05,550,8.71,160,2.53,61,0.97,24,30,27,30,28,6,0,7,58,271,819,1026,932,901,1082,901,256,55,6
Arc,8497,598582.61,95.78,87.1,7034,82.78,531,6.25,703,8.27,229,2.7,76,0.89,31,28,29.5,28,29,6,0,0,13,246,1183,1323,1240,1448,1581,993,394,75,1
Ant,8497,611871.77,95.1,87.1,6978,82.12,491,5.78,786,9.25,242,2.85,69,0.81,33,27,30,29,29.67,6,0,0,0,99,791,1103,1333,1811,1841,989,461,68,1
FaH,7848,580758.04,96.17,87.1,5762,73.42,668,8.51,1252,15.95,166,2.12,43,0.55,30,32,31,31,31,6,0,0,16,155,341,658,1152,1632,1808,1602,441,39,4
Bow,6314,440968.98,95.73,87.1,5315,84.18,340,5.38,530,8.39,129,2.04,39,0.62,32,33,32.5,32,32.33,6,0,2,48,303,827,908,1042,1064,1121,707,253,37,2
Stu,7848,605105.07,94.82,87.1,4460,56.83,850,10.83,2355,30.01,183,2.33,39,0.5,34,31,32.5,32,32.33,6,0,0,1,53,197,364,768,1271,1806,2672,677,39,0
MaD,8497,586502.29,94.32,87.1,7336,86.34,391,4.6,621,7.31,149,1.75,38,0.45,36,35,35.5,34,35,6,0,0,29,369,1391,1453,1327,1367,1400,772,351,38,0
Eag,7848,516036.05,96.39,87.1,7076,90.16,226,2.88,495,6.31,51,0.65,15,0.19,29,39,34,38,35.33,6,0,22,196,862,1574,1339,1155,1129,799,591,166,13,2
Blu,7848,557349.71,93.22,87.1,6429,81.92,290,3.7,985,12.55,144,1.83,31,0.4,37,34,35.5,35,35.33,6,0,2,14,240,617,1165,1541,1713,1137,1049,339,31,0
Cat,6314,421513.2,94.77,87.1,5498,87.08,368,5.83,387,6.13,61,0.97,16,0.25,35,37,36,37,36.33,6,0,10,100,505,1347,1211,794,727,804,644,156,16,0
ECo,8497,598835.53,92.29,87.1,7001,82.39,285,3.35,1075,12.65,136,1.6,21,0.25,39,36,37.5,36,37,6,0,3,51,371,791,1219,1560,1792,1214,1102,373,21,0
Dec,8497,577371.66,92.85,87.1,7545,88.8,253,2.98,642,7.56,57,0.67,5,0.06,38,38,38,39,38.33,6,0,9,90,522,1237,1491,1589,1566,1041,742,205,5,0
Acr,7848,519624.11,89.49,87.1,7080,90.21,133,1.69,605,7.71,30,0.38,0,0,40,40,40,40,40,6,0,9,132,693,1312,1567,1622,1235,510,594,174,0,0
